contract,category,stratum,word_count,n_spans,strict_json_ok,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Governing Law,short,903,1.0,True,,,1395.0,56.0,stop,2.28,0.00346,"results/raw/20260818T161206__extraction-v2__gpt-5.6-terra__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Governing-Law.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Expiration Date,short,903,1.0,True,,,1393.0,83.0,stop,2.14,0.00378,"results/raw/20260818T161209__extraction-v2__gpt-5.6-terra__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Expiration-Date.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Termination For Convenience,short,903,1.0,True,,,1439.0,81.0,stop,2.12,0.00385,"results/raw/20260818T161211__extraction-v2__gpt-5.6-terra__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Termination-For-Convenience.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Cap On Liability,short,903,1.0,True,,,1416.0,227.0,stop,3.78,0.00556,"results/raw/20260818T161214__extraction-v2__gpt-5.6-terra__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Cap-On-Liability.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Ip Ownership Assignment,short,903,0.0,True,,,1453.0,31.0,stop,1.58,0.00328,"results/raw/20260818T161216__extraction-v2__gpt-5.6-terra__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Ip-Ownership-Assignment.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Non-Compete,short,903,0.0,True,,,1410.0,28.0,stop,2.23,0.00316,"results/raw/20260818T161218__extraction-v2__gpt-5.6-terra__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Non-Compete.txt"
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Governing Law,short,1762,1.0,True,,,2379.0,34.0,stop,1.65,0.00517,results/raw/20260818T161220__extraction-v2__gpt-5.6-terra__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Governing-Law.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Expiration Date,short,1762,1.0,True,,,2377.0,77.0,stop,1.93,0.00568,results/raw/20260818T161222__extraction-v2__gpt-5.6-terra__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Expiration-Date.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Termination For Convenience,short,1762,2.0,True,,,2423.0,131.0,stop,2.06,0.00642,results/raw/20260818T161224__extraction-v2__gpt-5.6-terra__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Termination-For-Convenience.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Cap On Liability,short,1762,2.0,True,,,2400.0,240.0,stop,3.91,0.00768,results/raw/20260818T161228__extraction-v2__gpt-5.6-terra__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Cap-On-Liability.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Ip Ownership Assignment,short,1762,0.0,True,,,2437.0,31.0,stop,2.21,0.00525,results/raw/20260818T161230__extraction-v2__gpt-5.6-terra__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Ip-Ownership-Assignment.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Non-Compete,short,1762,0.0,True,,,2394.0,32.0,stop,1.65,0.00517,results/raw/20260818T161232__extraction-v2__gpt-5.6-terra__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Non-Compete.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Governing Law,short,1849,1.0,True,,,2732.0,59.0,stop,1.97,0.00617,results/raw/20260818T161234__extraction-v2__gpt-5.6-terra__ImperialGardenResortInc_20161028_DRS_(on__Governing-Law.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Expiration Date,short,1849,1.0,True,,,2730.0,346.0,stop,4.38,0.00961,results/raw/20260818T161238__extraction-v2__gpt-5.6-terra__ImperialGardenResortInc_20161028_DRS_(on__Expiration-Date.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Termination For Convenience,short,1849,0.0,True,,,2776.0,36.0,stop,2.28,0.00598,results/raw/20260818T161240__extraction-v2__gpt-5.6-terra__ImperialGardenResortInc_20161028_DRS_(on__Termination-For-Convenience.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Cap On Liability,short,1849,1.0,True,,,2753.0,222.0,stop,4.46,0.00817,results/raw/20260818T161245__extraction-v2__gpt-5.6-terra__ImperialGardenResortInc_20161028_DRS_(on__Cap-On-Liability.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Ip Ownership Assignment,short,1849,0.0,True,,,2790.0,8.0,stop,2.0,0.00568,results/raw/20260818T161247__extraction-v2__gpt-5.6-terra__ImperialGardenResortInc_20161028_DRS_(on__Ip-Ownership-Assignment.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Non-Compete,short,1849,0.0,True,,,2747.0,29.0,stop,1.46,0.00584,results/raw/20260818T161248__extraction-v2__gpt-5.6-terra__ImperialGardenResortInc_20161028_DRS_(on__Non-Compete.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,short,2320,1.0,True,,,3307.0,54.0,stop,1.78,0.00726,results/raw/20260818T161250__extraction-v2__gpt-5.6-terra__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Governing-Law.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Expiration Date,short,2320,1.0,True,,,3305.0,170.0,stop,3.18,0.00865,results/raw/20260818T161253__extraction-v2__gpt-5.6-terra__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Expiration-Date.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,short,2320,1.0,True,,,3351.0,164.0,stop,3.5,0.00867,results/raw/20260818T161257__extraction-v2__gpt-5.6-terra__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Termination-For-Convenience.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Cap On Liability,short,2320,0.0,True,,,3328.0,65.0,stop,2.26,0.00744,results/raw/20260818T161259__extraction-v2__gpt-5.6-terra__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Cap-On-Liability.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Ip Ownership Assignment,short,2320,0.0,True,,,3365.0,42.0,stop,1.77,0.00723,results/raw/20260818T161301__extraction-v2__gpt-5.6-terra__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Ip-Ownership-Assignment.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,short,2320,1.0,True,,,3322.0,222.0,stop,3.49,0.00931,results/raw/20260818T161304__extraction-v2__gpt-5.6-terra__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Non-Compete.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Governing Law,short,2438,1.0,True,,,3739.0,51.0,stop,1.92,0.00809,results/raw/20260818T161306__extraction-v2__gpt-5.6-terra__MorganStanleyDirectLendingFund_20191119___Governing-Law.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Expiration Date,short,2438,1.0,True,,,3737.0,50.0,stop,1.99,0.00807,results/raw/20260818T161308__extraction-v2__gpt-5.6-terra__MorganStanleyDirectLendingFund_20191119___Expiration-Date.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Termination For Convenience,short,2438,1.0,True,,,3783.0,158.0,stop,3.47,0.00946,results/raw/20260818T161312__extraction-v2__gpt-5.6-terra__MorganStanleyDirectLendingFund_20191119___Termination-For-Convenience.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Cap On Liability,short,2438,1.0,True,,,3760.0,170.0,stop,4.03,0.00956,results/raw/20260818T161316__extraction-v2__gpt-5.6-terra__MorganStanleyDirectLendingFund_20191119___Cap-On-Liability.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Ip Ownership Assignment,short,2438,1.0,True,,,3797.0,160.0,stop,3.07,0.00951,results/raw/20260818T161319__extraction-v2__gpt-5.6-terra__MorganStanleyDirectLendingFund_20191119___Ip-Ownership-Assignment.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Non-Compete,short,2438,0.0,True,,,3754.0,82.0,stop,2.19,0.00849,results/raw/20260818T161321__extraction-v2__gpt-5.6-terra__MorganStanleyDirectLendingFund_20191119___Non-Compete.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Governing Law,short,2765,1.0,True,,,4468.0,24.0,stop,1.45,0.00922,results/raw/20260818T161323__extraction-v2__gpt-5.6-terra__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Governing-Law.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Expiration Date,short,2765,0.0,True,,,4466.0,8.0,stop,1.64,0.00903,results/raw/20260818T161324__extraction-v2__gpt-5.6-terra__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Expiration-Date.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Termination For Convenience,short,2765,0.0,True,,,4512.0,30.0,stop,1.72,0.00938,results/raw/20260818T161326__extraction-v2__gpt-5.6-terra__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Termination-For-Convenience.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Cap On Liability,short,2765,0.0,True,,,4489.0,36.0,stop,2.3,0.00941,results/raw/20260818T161328__extraction-v2__gpt-5.6-terra__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Cap-On-Liability.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Ip Ownership Assignment,short,2765,0.0,True,,,4526.0,8.0,stop,1.42,0.00915,results/raw/20260818T161330__extraction-v2__gpt-5.6-terra__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Ip-Ownership-Assignment.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Non-Compete,short,2765,0.0,True,,,4483.0,32.0,stop,4.22,0.00935,results/raw/20260818T161334__extraction-v2__gpt-5.6-terra__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Non-Compete.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Governing Law,short,2848,1.0,True,,,4374.0,67.0,stop,2.42,0.00955,results/raw/20260818T161336__extraction-v2__gpt-5.6-terra__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Governing-Law.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Expiration Date,short,2848,1.0,True,,,4372.0,100.0,stop,2.35,0.00994,results/raw/20260818T161339__extraction-v2__gpt-5.6-terra__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Expiration-Date.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Termination For Convenience,short,2848,0.0,True,,,4418.0,55.0,stop,1.83,0.0095,results/raw/20260818T161340__extraction-v2__gpt-5.6-terra__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Termination-For-Convenience.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Cap On Liability,short,2848,1.0,True,,,4395.0,177.0,stop,4.13,0.01091,results/raw/20260818T161345__extraction-v2__gpt-5.6-terra__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Cap-On-Liability.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Ip Ownership Assignment,short,2848,0.0,True,,,4432.0,71.0,stop,2.79,0.00972,results/raw/20260818T161347__extraction-v2__gpt-5.6-terra__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Ip-Ownership-Assignment.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Non-Compete,short,2848,2.0,True,,,4389.0,531.0,stop,5.86,0.01515,results/raw/20260818T161353__extraction-v2__gpt-5.6-terra__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Non-Compete.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Governing Law,short,2851,0.0,True,,,4042.0,8.0,stop,3.52,0.00818,"results/raw/20260818T161357__extraction-v2__gpt-5.6-terra__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Governing-Law.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,short,2851,1.0,True,,,4040.0,74.0,stop,2.44,0.00897,"results/raw/20260818T161359__extraction-v2__gpt-5.6-terra__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Expiration-Date.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Termination For Convenience,short,2851,0.0,True,,,4086.0,62.0,stop,1.94,0.00892,"results/raw/20260818T161401__extraction-v2__gpt-5.6-terra__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Termination-For-Convenience.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Cap On Liability,short,2851,2.0,True,,,4063.0,479.0,stop,6.31,0.01387,"results/raw/20260818T161408__extraction-v2__gpt-5.6-terra__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Cap-On-Liability.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Ip Ownership Assignment,short,2851,2.0,True,,,4100.0,134.0,stop,2.82,0.00981,"results/raw/20260818T161410__extraction-v2__gpt-5.6-terra__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Ip-Ownership-Assignment.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Compete,short,2851,0.0,True,,,4057.0,130.0,stop,2.61,0.00967,"results/raw/20260818T161413__extraction-v2__gpt-5.6-terra__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Non-Compete.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,short,2909,0.0,True,,,4022.0,8.0,stop,1.79,0.00814,results/raw/20260818T161415__extraction-v2__gpt-5.6-terra__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Governing-Law.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Expiration Date,short,2909,2.0,True,,,4020.0,101.0,stop,2.36,0.00925,results/raw/20260818T161417__extraction-v2__gpt-5.6-terra__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Expiration-Date.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,short,2909,2.0,True,,,4066.0,101.0,stop,1.96,0.00934,results/raw/20260818T161419__extraction-v2__gpt-5.6-terra__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Termination-For-Convenience.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Cap On Liability,short,2909,0.0,True,,,4043.0,51.0,stop,3.26,0.0087,results/raw/20260818T161422__extraction-v2__gpt-5.6-terra__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Cap-On-Liability.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Ip Ownership Assignment,short,2909,0.0,True,,,4080.0,145.0,stop,3.33,0.0099,results/raw/20260818T161426__extraction-v2__gpt-5.6-terra__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Ip-Ownership-Assignment.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,short,2909,3.0,True,,,4037.0,265.0,stop,4.32,0.01125,results/raw/20260818T161430__extraction-v2__gpt-5.6-terra__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Non-Compete.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Governing Law,medium,2955,1.0,True,,,3941.0,35.0,stop,2.19,0.0083,results/raw/20260818T161432__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Governing-Law.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Expiration Date,medium,2955,1.0,True,,,3939.0,83.0,stop,2.46,0.00887,results/raw/20260818T161435__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Termination For Convenience,medium,2955,0.0,True,,,3985.0,41.0,stop,2.51,0.00846,results/raw/20260818T161437__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,medium,2955,1.0,True,,,3962.0,407.0,stop,6.23,0.01281,results/raw/20260818T161443__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,medium,2955,1.0,True,,,3999.0,186.0,stop,4.17,0.01023,results/raw/20260818T161448__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,medium,2955,1.0,True,,,3956.0,141.0,stop,2.62,0.0096,results/raw/20260818T161450__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Non-Compete.txt
