contract,category,n_spans,strict_json_ok,parse_error,tokens_in,tokens_out,latency_s,cost_usd,raw_path
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Ip Ownership Assignment,0,True,,704,6,1.02,0.00048,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155814__extraction-v2__deepseek-v4-pro__BANGIINC_05_25_2005-EX-10-Premium_Manage__Ip-Ownership-Assignment.txt
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Non-Compete,0,True,,662,6,0.7,0.00045,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155814__extraction-v2__deepseek-v4-pro__BANGIINC_05_25_2005-EX-10-Premium_Manage__Non-Compete.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Governing Law,1,True,,4143,32,1.35,0.0028,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155816__extraction-v2__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Governing-Law.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Expiration Date,1,True,,4140,72,1.27,0.00287,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155817__extraction-v2__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,4185,6,0.89,0.00277,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155818__extraction-v2__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,1,True,,4162,177,1.93,0.0031,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155820__extraction-v2__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,0,True,,4199,6,0.88,0.00278,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155821__extraction-v2__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,0,True,,4157,6,0.78,0.00276,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155822__extraction-v2__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Non-Compete.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,0,True,,5771,6,0.88,0.00382,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155822__extraction-v2__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,1,True,,5768,26,1.14,0.00386,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155824__extraction-v2__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Expiration-Date.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,0,True,,5813,6,1.01,0.00385,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155825__extraction-v2__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,2,True,,5790,65,1.41,0.00395,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155826__extraction-v2__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Ip Ownership Assignment,0,True,,5827,6,1.26,0.00386,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155827__extraction-v2__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Non-Compete,0,True,,5785,6,1.23,0.00383,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155828__extraction-v2__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Non-Compete.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Governing Law,1,True,,11956,45,1.23,0.00798,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155830__extraction-v2__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Expiration Date,1,True,,11953,104,1.54,0.00809,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155831__extraction-v2__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Expiration-Date.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,11998,6,1.32,0.00793,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155833__extraction-v2__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Cap On Liability,1,True,,11975,307,2.53,0.00851,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155835__extraction-v2__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Ip Ownership Assignment,1,True,,12012,384,3.41,0.00869,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155839__extraction-v2__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Non-Compete,3,True,,11970,316,2.47,0.00853,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155841__extraction-v2__deepseek-v4-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Non-Compete.txt
