contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,moderate,Termination For Convenience,short,2765,No,not specified,,,4496,8,stop,2.08,0.00468,results/raw/20260818T172159__qa-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Termination-For-Convenience.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,hard,Ip Ownership Assignment,short,2765,No,No,,,4503,7,stop,1.93,0.00469,results/raw/20260818T172201__qa-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Ip-Ownership-Assignment.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,easy,Governing Law,short,2848,,not specified,,,4426,8,stop,0.59,0.00461,results/raw/20260818T172202__qa-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Governing-Law.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,moderate,Termination For Convenience,short,2848,No,Yes,,,4428,7,stop,0.39,0.00461,results/raw/20260818T172202__qa-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Termination-For-Convenience.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,hard,Cap On Liability,short,2848,No,Yes,,,4439,7,stop,1.73,0.00462,results/raw/20260818T172204__qa-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Cap-On-Liability.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",easy,Expiration Date,short,2851,11/30/16,11/30/2016,,,4075,12,stop,1.96,0.00425,"results/raw/20260818T172206__qa-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Expiration-Date.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",moderate,Termination For Convenience,short,2851,No,Yes,,,4067,7,stop,0.93,0.00424,"results/raw/20260818T172207__qa-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Termination-For-Convenience.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",hard,Ip Ownership Assignment,short,2851,No,Yes,,,4074,7,stop,1.54,0.00424,"results/raw/20260818T172208__qa-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Ip-Ownership-Assignment.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,easy,Governing Law,short,2909,,not specified,,,3978,8,stop,0.62,0.00415,results/raw/20260818T172209__qa-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Governing-Law.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,moderate,Termination For Convenience,short,2909,Yes,Yes,,,3980,7,stop,0.65,0.00415,results/raw/20260818T172210__qa-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Termination-For-Convenience.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,hard,Cap On Liability,short,2909,No,No,,,3991,7,stop,0.59,0.00416,results/raw/20260818T172210__qa-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,easy,Expiration Date,medium,2955,,not specified,,,3985,8,stop,1.35,0.00415,results/raw/20260818T172212__qa-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,moderate,Termination For Convenience,medium,2955,No,Yes,,,3977,7,stop,0.71,0.00414,results/raw/20260818T172212__qa-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,hard,Ip Ownership Assignment,medium,2955,No,No,,,3984,7,stop,0.87,0.00415,results/raw/20260818T172213__qa-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,easy,Governing Law,medium,3435,,not specified,,,5741,8,stop,0.79,0.00598,results/raw/20260818T172214__qa-v2__llama-3.3-70b__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,moderate,Termination For Convenience,medium,3435,No,Yes,,,5743,7,stop,0.78,0.00598,results/raw/20260818T172215__qa-v2__llama-3.3-70b__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,hard,Cap On Liability,medium,3435,Yes,Yes,,,5754,7,stop,0.61,0.00599,results/raw/20260818T172215__qa-v2__llama-3.3-70b__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,easy,Expiration Date,medium,3596,,not specified,,,5098,8,stop,0.69,0.00531,results/raw/20260818T172216__qa-v2__llama-3.3-70b__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Expiration-Date.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,moderate,Termination For Convenience,medium,3596,No,No,,,5090,7,stop,0.81,0.0053,results/raw/20260818T172217__qa-v2__llama-3.3-70b__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Termination-For-Convenience.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,hard,Ip Ownership Assignment,medium,3596,No,No,,,5097,7,stop,1.0,0.00531,results/raw/20260818T172218__qa-v2__llama-3.3-70b__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Ip-Ownership-Assignment.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,easy,Governing Law,medium,3770,Kansas,Kansas,,,5669,7,stop,0.73,0.0059,results/raw/20260818T172219__qa-v2__llama-3.3-70b__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Governing-Law.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,moderate,Termination For Convenience,medium,3770,No,No,,,5671,7,stop,0.59,0.00591,results/raw/20260818T172219__qa-v2__llama-3.3-70b__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Termination-For-Convenience.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,hard,Cap On Liability,medium,3770,No,No,,,5682,7,stop,0.76,0.00592,results/raw/20260818T172220__qa-v2__llama-3.3-70b__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Cap-On-Liability.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,easy,Expiration Date,medium,4102,3/14/20,03/14/2020,,,5468,12,stop,0.85,0.0057,results/raw/20260818T172221__qa-v2__llama-3.3-70b__FreezeTagInc_20180411_8-K_EX-10.1_111396__Expiration-Date.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,moderate,Termination For Convenience,medium,4102,No,Yes,,,5460,7,stop,0.75,0.00569,results/raw/20260818T172222__qa-v2__llama-3.3-70b__FreezeTagInc_20180411_8-K_EX-10.1_111396__Termination-For-Convenience.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,hard,Ip Ownership Assignment,medium,4102,No,No,,,5467,7,stop,0.5,0.00569,results/raw/20260818T172222__qa-v2__llama-3.3-70b__FreezeTagInc_20180411_8-K_EX-10.1_111396__Ip-Ownership-Assignment.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,easy,Governing Law,medium,4870,,Washington,,,6711,7,stop,1.44,0.00699,results/raw/20260818T172223__qa-v2__llama-3.3-70b__PelicanDeliversInc_20200211_S-1_EX-10.3___Governing-Law.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,moderate,Termination For Convenience,medium,4870,Yes,Yes,,,6713,7,stop,1.58,0.00699,results/raw/20260818T172225__qa-v2__llama-3.3-70b__PelicanDeliversInc_20200211_S-1_EX-10.3___Termination-For-Convenience.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,hard,Cap On Liability,medium,4870,No,No,,,6724,7,stop,1.23,0.007,results/raw/20260818T172226__qa-v2__llama-3.3-70b__PelicanDeliversInc_20200211_S-1_EX-10.3___Cap-On-Liability.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,easy,Expiration Date,medium,5780,1/30/00,01/30/2000,,,8216,12,stop,0.97,0.00856,results/raw/20260818T172227__qa-v2__llama-3.3-70b__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Expiration-Date.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,moderate,Termination For Convenience,medium,5780,No,No,,,8208,7,stop,0.57,0.00854,results/raw/20260818T172228__qa-v2__llama-3.3-70b__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Termination-For-Convenience.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,hard,Ip Ownership Assignment,medium,5780,No,No,,,8215,7,stop,1.16,0.00855,results/raw/20260818T172229__qa-v2__llama-3.3-70b__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Ip-Ownership-Assignment.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,easy,Governing Law,medium,5880,New York,New York,,,8486,8,stop,1.0,0.00883,results/raw/20260818T172230__qa-v2__llama-3.3-70b__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Governing-Law.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,moderate,Termination For Convenience,medium,5880,No,No,,,8488,7,stop,0.55,0.00883,results/raw/20260818T172231__qa-v2__llama-3.3-70b__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Termination-For-Convenience.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,hard,Cap On Liability,medium,5880,Yes,Yes,,,8499,7,stop,0.57,0.00885,results/raw/20260818T172231__qa-v2__llama-3.3-70b__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Cap-On-Liability.txt
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",easy,Expiration Date,medium,6029,3/1/97,02/28/1997,,,8389,12,stop,1.24,0.00874,"results/raw/20260818T172232__qa-v2__llama-3.3-70b__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Expiration-Date.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",moderate,Termination For Convenience,medium,6029,Yes,Yes,,,8381,7,stop,1.62,0.00872,"results/raw/20260818T172234__qa-v2__llama-3.3-70b__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Termination-For-Convenience.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",hard,Ip Ownership Assignment,medium,6029,No,No,,,8388,7,stop,0.6,0.00873,"results/raw/20260818T172235__qa-v2__llama-3.3-70b__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Ip-Ownership-Assignment.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",easy,Governing Law,medium,7145,England,England,,,9842,7,stop,1.53,0.01024,"results/raw/20260818T172236__qa-v2__llama-3.3-70b__Columbia_Laboratories,_(Bermuda)_Ltd._-___Governing-Law.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",moderate,Termination For Convenience,medium,7145,No,No,,,9844,7,stop,1.36,0.01025,"results/raw/20260818T172238__qa-v2__llama-3.3-70b__Columbia_Laboratories,_(Bermuda)_Ltd._-___Termination-For-Convenience.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",hard,Cap On Liability,medium,7145,No,No,,,9855,7,stop,0.57,0.01026,"results/raw/20260818T172238__qa-v2__llama-3.3-70b__Columbia_Laboratories,_(Bermuda)_Ltd._-___Cap-On-Liability.txt"
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,easy,Expiration Date,medium,7337,12/23/24,12/23/2024,,,10316,12,stop,2.53,0.01074,results/raw/20260818T172241__qa-v2__llama-3.3-70b__LegacyEducationAllianceInc_20200330_10-K__Expiration-Date.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,medium,7337,No,Yes,,,10308,7,stop,0.7,0.01073,results/raw/20260818T172241__qa-v2__llama-3.3-70b__LegacyEducationAllianceInc_20200330_10-K__Termination-For-Convenience.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,hard,Ip Ownership Assignment,medium,7337,Yes,No,,,10315,7,stop,1.06,0.01073,results/raw/20260818T172242__qa-v2__llama-3.3-70b__LegacyEducationAllianceInc_20200330_10-K__Ip-Ownership-Assignment.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,easy,Governing Law,medium,7663,"Delaware, Illinois",Delaware,,,10607,8,stop,1.65,0.01104,results/raw/20260818T172244__qa-v2__llama-3.3-70b__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Governing-Law.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,moderate,Termination For Convenience,medium,7663,Yes,Yes,,,10609,7,stop,0.55,0.01104,results/raw/20260818T172245__qa-v2__llama-3.3-70b__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Termination-For-Convenience.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,hard,Cap On Liability,medium,7663,Yes,Yes,,,10620,7,stop,1.44,0.01105,results/raw/20260818T172246__qa-v2__llama-3.3-70b__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Cap-On-Liability.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,easy,Expiration Date,medium,7965,12/31/30,04/14/2030,,,10870,12,stop,1.6,0.01132,results/raw/20260818T172248__qa-v2__llama-3.3-70b__PenntexMidstreamPartnersLp_20150416_S-1A__Expiration-Date.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,moderate,Termination For Convenience,medium,7965,No,Yes,,,10862,7,stop,1.11,0.0113,results/raw/20260818T172249__qa-v2__llama-3.3-70b__PenntexMidstreamPartnersLp_20150416_S-1A__Termination-For-Convenience.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,hard,Ip Ownership Assignment,medium,7965,No,not specified,,,10869,8,stop,0.59,0.01131,results/raw/20260818T172249__qa-v2__llama-3.3-70b__PenntexMidstreamPartnersLp_20150416_S-1A__Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,easy,Governing Law,long,8396,California,California,,,11848,7,stop,1.32,0.01233,results/raw/20260818T172251__qa-v2__llama-3.3-70b__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,moderate,Termination For Convenience,long,8396,No,Yes,,,11850,7,stop,0.61,0.01233,results/raw/20260818T172251__qa-v2__llama-3.3-70b__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,hard,Cap On Liability,long,8396,Yes,Yes,,,11861,7,stop,0.53,0.01234,results/raw/20260818T172252__qa-v2__llama-3.3-70b__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,easy,Expiration Date,long,9243,perpetual,not specified,,,14978,8,stop,1.9,0.01559,results/raw/20260818T172254__qa-v2__llama-3.3-70b__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Expiration-Date.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,moderate,Termination For Convenience,long,9243,Yes,Yes,,,14970,7,stop,0.74,0.01558,results/raw/20260818T172255__qa-v2__llama-3.3-70b__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Termination-For-Convenience.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,hard,Ip Ownership Assignment,long,9243,No,No,,,14977,7,stop,0.77,0.01558,results/raw/20260818T172255__qa-v2__llama-3.3-70b__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Ip-Ownership-Assignment.txt
