contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,hard,Ip Ownership Assignment,short,2765,No,No,,,7272,11,end_turn,2.05,0.01465,results/raw/20260818T193138__qa-v2__claude-sonnet-5__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Ip-Ownership-Assignment.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,easy,Governing Law,short,2848,,not specified,,,6920,13,end_turn,2.31,0.01397,results/raw/20260818T193140__qa-v2__claude-sonnet-5__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Governing-Law.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,moderate,Termination For Convenience,short,2848,No,Yes,,,6931,13,end_turn,2.03,0.01399,results/raw/20260818T193142__qa-v2__claude-sonnet-5__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Termination-For-Convenience.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,hard,Cap On Liability,short,2848,No,Yes,,,6949,13,end_turn,2.04,0.01403,results/raw/20260818T193144__qa-v2__claude-sonnet-5__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Cap-On-Liability.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",easy,Expiration Date,short,2851,11/30/16,11/30/2016,,,6212,16,end_turn,1.55,0.01258,"results/raw/20260818T193146__qa-v2__claude-sonnet-5__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Expiration-Date.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",moderate,Termination For Convenience,short,2851,No,No,,,6203,11,end_turn,1.36,0.01252,"results/raw/20260818T193147__qa-v2__claude-sonnet-5__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Termination-For-Convenience.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",hard,Ip Ownership Assignment,short,2851,No,Yes,,,6210,13,end_turn,2.31,0.01255,"results/raw/20260818T193150__qa-v2__claude-sonnet-5__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Ip-Ownership-Assignment.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,easy,Governing Law,short,2909,,not specified,,,6443,13,end_turn,3.33,0.01302,results/raw/20260818T193153__qa-v2__claude-sonnet-5__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Governing-Law.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,moderate,Termination For Convenience,short,2909,Yes,Yes,,,6454,13,end_turn,2.26,0.01304,results/raw/20260818T193155__qa-v2__claude-sonnet-5__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Termination-For-Convenience.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,hard,Cap On Liability,short,2909,No,No,,,6472,11,end_turn,1.93,0.01305,results/raw/20260818T193157__qa-v2__claude-sonnet-5__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,easy,Expiration Date,medium,2955,,not specified,,,6668,13,end_turn,1.65,0.01347,results/raw/20260818T193159__qa-v2__claude-sonnet-5__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,moderate,Termination For Convenience,medium,2955,No,Yes,,,6659,13,end_turn,1.54,0.01345,results/raw/20260818T193200__qa-v2__claude-sonnet-5__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,hard,Ip Ownership Assignment,medium,2955,No,No,,,6666,11,end_turn,1.61,0.01344,results/raw/20260818T193202__qa-v2__claude-sonnet-5__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,easy,Governing Law,medium,3435,,not specified,,,9310,13,end_turn,1.49,0.01875,results/raw/20260818T193203__qa-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,moderate,Termination For Convenience,medium,3435,No,Yes,,,9321,13,end_turn,2.41,0.01877,results/raw/20260818T193206__qa-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,hard,Cap On Liability,medium,3435,Yes,No,,,9339,11,end_turn,2.37,0.01879,results/raw/20260818T193208__qa-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,easy,Expiration Date,medium,3596,,not specified,,,7864,13,end_turn,1.61,0.01586,results/raw/20260818T193210__qa-v2__claude-sonnet-5__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Expiration-Date.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,moderate,Termination For Convenience,medium,3596,No,No,,,7855,11,end_turn,2.02,0.01582,results/raw/20260818T193212__qa-v2__claude-sonnet-5__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Termination-For-Convenience.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,hard,Ip Ownership Assignment,medium,3596,No,No,,,7862,11,end_turn,2.15,0.01583,results/raw/20260818T193214__qa-v2__claude-sonnet-5__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Ip-Ownership-Assignment.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,easy,Governing Law,medium,3770,Kansas,Kansas,,,9558,14,end_turn,2.73,0.01926,results/raw/20260818T193217__qa-v2__claude-sonnet-5__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Governing-Law.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,moderate,Termination For Convenience,medium,3770,No,No,,,9569,11,end_turn,2.46,0.01925,results/raw/20260818T193219__qa-v2__claude-sonnet-5__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Termination-For-Convenience.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,hard,Cap On Liability,medium,3770,No,No,,,9587,11,end_turn,2.17,0.01928,results/raw/20260818T193221__qa-v2__claude-sonnet-5__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Cap-On-Liability.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,easy,Expiration Date,medium,4102,3/14/20,03/14/2020,,,8786,16,end_turn,2.17,0.01773,results/raw/20260818T193224__qa-v2__claude-sonnet-5__FreezeTagInc_20180411_8-K_EX-10.1_111396__Expiration-Date.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,moderate,Termination For Convenience,medium,4102,No,Yes,,,8777,13,end_turn,1.69,0.01768,results/raw/20260818T193225__qa-v2__claude-sonnet-5__FreezeTagInc_20180411_8-K_EX-10.1_111396__Termination-For-Convenience.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,hard,Ip Ownership Assignment,medium,4102,No,No,,,8784,11,end_turn,2.59,0.01768,results/raw/20260818T193228__qa-v2__claude-sonnet-5__FreezeTagInc_20180411_8-K_EX-10.1_111396__Ip-Ownership-Assignment.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,easy,Governing Law,medium,4870,,Washington,,,10962,13,end_turn,1.49,0.02205,results/raw/20260818T193229__qa-v2__claude-sonnet-5__PelicanDeliversInc_20200211_S-1_EX-10.3___Governing-Law.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,moderate,Termination For Convenience,medium,4870,Yes,Yes,,,10973,13,end_turn,2.85,0.02208,results/raw/20260818T193232__qa-v2__claude-sonnet-5__PelicanDeliversInc_20200211_S-1_EX-10.3___Termination-For-Convenience.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,hard,Cap On Liability,medium,4870,No,No,,,10991,11,end_turn,1.55,0.02209,results/raw/20260818T193234__qa-v2__claude-sonnet-5__PelicanDeliversInc_20200211_S-1_EX-10.3___Cap-On-Liability.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,easy,Expiration Date,medium,5780,1/30/00,01/30/2000,,,12567,16,end_turn,1.54,0.02529,results/raw/20260818T193235__qa-v2__claude-sonnet-5__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Expiration-Date.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,moderate,Termination For Convenience,medium,5780,No,No,,,12558,11,end_turn,2.77,0.02523,results/raw/20260818T193238__qa-v2__claude-sonnet-5__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Termination-For-Convenience.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,hard,Ip Ownership Assignment,medium,5780,No,Yes,,,12565,13,end_turn,2.2,0.02526,results/raw/20260818T193240__qa-v2__claude-sonnet-5__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Ip-Ownership-Assignment.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,easy,Governing Law,medium,5880,New York,New York,,,13797,12,end_turn,1.44,0.02771,results/raw/20260818T193242__qa-v2__claude-sonnet-5__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Governing-Law.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,moderate,Termination For Convenience,medium,5880,No,No,,,13808,11,end_turn,1.64,0.02773,results/raw/20260818T193243__qa-v2__claude-sonnet-5__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Termination-For-Convenience.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,hard,Cap On Liability,medium,5880,Yes,Yes,,,13826,13,end_turn,2.47,0.02778,results/raw/20260818T193246__qa-v2__claude-sonnet-5__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Cap-On-Liability.txt
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",easy,Expiration Date,medium,6029,3/1/97,03/01/1997,,,14107,16,end_turn,2.1,0.02837,"results/raw/20260818T193248__qa-v2__claude-sonnet-5__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Expiration-Date.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",moderate,Termination For Convenience,medium,6029,Yes,Yes,,,14098,13,end_turn,2.67,0.02833,"results/raw/20260818T193251__qa-v2__claude-sonnet-5__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Termination-For-Convenience.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",hard,Ip Ownership Assignment,medium,6029,No,No,,,14105,11,end_turn,2.67,0.02832,"results/raw/20260818T193253__qa-v2__claude-sonnet-5__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Ip-Ownership-Assignment.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",easy,Governing Law,medium,7145,England,England,,,17287,11,end_turn,1.59,0.03468,"results/raw/20260818T193255__qa-v2__claude-sonnet-5__Columbia_Laboratories,_(Bermuda)_Ltd._-___Governing-Law.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",moderate,Termination For Convenience,medium,7145,No,No,,,17298,11,end_turn,2.35,0.03471,"results/raw/20260818T193257__qa-v2__claude-sonnet-5__Columbia_Laboratories,_(Bermuda)_Ltd._-___Termination-For-Convenience.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",hard,Cap On Liability,medium,7145,No,Yes,,,17316,13,end_turn,2.6,0.03476,"results/raw/20260818T193300__qa-v2__claude-sonnet-5__Columbia_Laboratories,_(Bermuda)_Ltd._-___Cap-On-Liability.txt"
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,easy,Expiration Date,medium,7337,12/23/24,12/23/2024,,,16163,16,end_turn,2.72,0.03249,results/raw/20260818T193303__qa-v2__claude-sonnet-5__LegacyEducationAllianceInc_20200330_10-K__Expiration-Date.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,medium,7337,No,Yes,,,16154,13,end_turn,2.28,0.03244,results/raw/20260818T193305__qa-v2__claude-sonnet-5__LegacyEducationAllianceInc_20200330_10-K__Termination-For-Convenience.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,hard,Ip Ownership Assignment,medium,7337,Yes,Yes,,,16161,13,end_turn,1.52,0.03245,results/raw/20260818T193307__qa-v2__claude-sonnet-5__LegacyEducationAllianceInc_20200330_10-K__Ip-Ownership-Assignment.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,easy,Governing Law,medium,7663,"Delaware, Illinois",Delaware,,,16997,14,end_turn,2.17,0.03413,results/raw/20260818T193309__qa-v2__claude-sonnet-5__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Governing-Law.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,moderate,Termination For Convenience,medium,7663,Yes,Yes,,,17008,13,end_turn,1.54,0.03415,results/raw/20260818T193310__qa-v2__claude-sonnet-5__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Termination-For-Convenience.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,hard,Cap On Liability,medium,7663,Yes,Yes,,,17026,13,end_turn,2.6,0.03418,results/raw/20260818T193313__qa-v2__claude-sonnet-5__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Cap-On-Liability.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,easy,Expiration Date,medium,7965,12/31/30,not specified,,,18675,53,end_turn,1.89,0.03788,results/raw/20260818T193315__qa-v2__claude-sonnet-5__PenntexMidstreamPartnersLp_20150416_S-1A__Expiration-Date.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,moderate,Termination For Convenience,medium,7965,No,Yes,,,18666,13,end_turn,2.42,0.03746,results/raw/20260818T193317__qa-v2__claude-sonnet-5__PenntexMidstreamPartnersLp_20150416_S-1A__Termination-For-Convenience.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,hard,Ip Ownership Assignment,medium,7965,No,No,,,18673,11,end_turn,1.51,0.03746,results/raw/20260818T193319__qa-v2__claude-sonnet-5__PenntexMidstreamPartnersLp_20150416_S-1A__Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,easy,Governing Law,long,8396,California,California,,,19318,11,end_turn,2.25,0.03875,results/raw/20260818T193321__qa-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,moderate,Termination For Convenience,long,8396,No,Yes,,,19329,13,end_turn,2.3,0.03879,results/raw/20260818T193323__qa-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,hard,Cap On Liability,long,8396,Yes,Yes,,,19347,13,end_turn,2.58,0.03882,results/raw/20260818T193326__qa-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,easy,Expiration Date,long,9243,perpetual,not specified,,,22080,13,end_turn,1.72,0.04429,results/raw/20260818T193328__qa-v2__claude-sonnet-5__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Expiration-Date.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,moderate,Termination For Convenience,long,9243,Yes,Yes,,,22071,13,end_turn,2.19,0.04427,results/raw/20260818T193330__qa-v2__claude-sonnet-5__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Termination-For-Convenience.txt
