contract,category,n_spans,strict_json_ok,parse_error,tokens_in,tokens_out,latency_s,cost_usd,raw_path
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Ip Ownership Assignment,0,True,,701,24,1.51,0.00169,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155045__extraction-v2__gpt-5.6-terra__BANGIINC_05_25_2005-EX-10-Premium_Manage__Ip-Ownership-Assignment.txt
BANGIINC_05_25_2005-EX-10-Premium Managed Hosting Agreement.txt,Non-Compete,0,True,,658,27,1.58,0.00164,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155047__extraction-v2__gpt-5.6-terra__BANGIINC_05_25_2005-EX-10-Premium_Manage__Non-Compete.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Governing Law,1,True,,3941,35,1.84,0.0083,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155049__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Governing-Law.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Expiration Date,1,True,,3939,83,1.96,0.00887,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155051__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,3985,47,1.72,0.00853,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155052__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,1,True,,3962,291,5.16,0.01142,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155058__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,1,True,,3999,285,4.99,0.01142,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155103__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,1,True,,3956,269,5.0,0.01114,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155108__extraction-v2__gpt-5.6-terra__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Non-Compete.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,0,True,,5689,35,1.59,0.0118,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155109__extraction-v2__gpt-5.6-terra__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,2,True,,5687,118,2.5,0.01279,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155112__extraction-v2__gpt-5.6-terra__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Expiration-Date.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,1,True,,5733,177,3.4,0.01359,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155115__extraction-v2__gpt-5.6-terra__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,2,True,,5710,135,2.62,0.01304,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155118__extraction-v2__gpt-5.6-terra__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Ip Ownership Assignment,0,True,,5747,27,1.42,0.01182,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155119__extraction-v2__gpt-5.6-terra__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Non-Compete,0,True,,5704,49,2.28,0.012,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155121__extraction-v2__gpt-5.6-terra__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Non-Compete.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Governing Law,1,True,,11791,63,2.09,0.02434,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155123__extraction-v2__gpt-5.6-terra__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Expiration Date,2,True,,11789,283,4.31,0.02697,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155128__extraction-v2__gpt-5.6-terra__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Expiration-Date.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,11835,68,2.21,0.02449,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155130__extraction-v2__gpt-5.6-terra__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Cap On Liability,1,True,,11812,420,7.09,0.02866,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155137__extraction-v2__gpt-5.6-terra__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Ip Ownership Assignment,2,True,,11849,345,5.04,0.02784,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155142__extraction-v2__gpt-5.6-terra__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Non-Compete,7,True,,11806,1157,10.25,0.0375,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155152__extraction-v2__gpt-5.6-terra__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Non-Compete.txt
