contract,category,n_spans,strict_json_ok,parse_error,tokens_in,tokens_out,latency_s,cost_usd,raw_path
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,0,True,,6762,9,1.85,0.01361,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155234__extraction-v2__claude-sonnet-5__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,0,True,,6694,9,2.25,0.01348,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155236__extraction-v2__claude-sonnet-5__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Non-Compete.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,0,True,,9335,9,1.43,0.01876,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155237__extraction-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,1,True,,9330,40,2.64,0.01906,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155240__extraction-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Expiration-Date.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,0,True,,9408,9,1.96,0.01891,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155242__extraction-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,2,True,,9370,122,2.77,0.01996,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155245__extraction-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Ip Ownership Assignment,0,True,,9424,9,2.45,0.01894,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155247__extraction-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Non-Compete,0,True,,9356,9,1.97,0.0188,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155249__extraction-v2__claude-sonnet-5__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Non-Compete.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Governing Law,1,True,,19343,81,1.94,0.0395,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155251__extraction-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Expiration Date,1,True,,19338,55,2.28,0.03923,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155253__extraction-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Expiration-Date.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,19416,9,2.38,0.03892,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155256__extraction-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Cap On Liability,5,True,,19378,1139,10.19,0.05015,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155306__extraction-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Ip Ownership Assignment,2,True,,19432,762,7.89,0.04648,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155314__extraction-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Non-Compete,1,True,,19364,119,3.73,0.03992,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155318__extraction-v2__claude-sonnet-5__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Non-Compete.txt
