contract,tier,category,stratum,word_count,gold_answer,model_answer,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,moderate,Termination For Convenience,short,756,Yes,Yes,,,1343,5,stop,8.13,0.00275,results/raw/20260819T214944__qa-v2__gemini-3.1-pro__CardlyticsInc_20180112_S-1_EX-10.16_1100__Termination-For-Convenience.txt
CardlyticsInc_20180112_S-1_EX-10.16_11002987_EX-10.16_Maintenance Agreement4.txt,hard,Ip Ownership Assignment,short,756,No,not specified,,,1350,7,stop,7.4,0.00278,results/raw/20260819T214952__qa-v2__gemini-3.1-pro__CardlyticsInc_20180112_S-1_EX-10.16_1100__Ip-Ownership-Assignment.txt
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",easy,Governing Law,short,903,Colorado,Colorado,,,1380,10,stop,4.25,0.00288,"results/raw/20260819T214956__qa-v2__gemini-3.1-pro__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Governing-Law.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",moderate,Termination For Convenience,short,903,Yes,Yes,,,1382,11,stop,6.38,0.0029,"results/raw/20260819T215002__qa-v2__gemini-3.1-pro__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Termination-For-Convenience.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",hard,Cap On Liability,short,903,No,No,,,1394,6,stop,5.25,0.00286,"results/raw/20260819T215007__qa-v2__gemini-3.1-pro__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Cap-On-Liability.txt"
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,easy,Expiration Date,short,1762,,perpetual,,,2450,13,stop,4.26,0.00506,results/raw/20260819T215012__qa-v2__gemini-3.1-pro__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Expiration-Date.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,moderate,Termination For Convenience,short,1762,No,Yes,,,2439,11,stop,4.79,0.00501,results/raw/20260819T215016__qa-v2__gemini-3.1-pro__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Termination-For-Convenience.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,hard,Ip Ownership Assignment,short,1762,No,not specified,,,2446,7,stop,4.63,0.00498,results/raw/20260819T215021__qa-v2__gemini-3.1-pro__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Ip-Ownership-Assignment.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,easy,Governing Law,short,1849,Taiwan,R.O.C.,,,2742,15,stop,4.85,0.00566,results/raw/20260819T215026__qa-v2__gemini-3.1-pro__ImperialGardenResortInc_20161028_DRS_(on__Governing-Law.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,moderate,Termination For Convenience,short,1849,No,No,,,2744,11,stop,6.53,0.00562,results/raw/20260819T215033__qa-v2__gemini-3.1-pro__ImperialGardenResortInc_20161028_DRS_(on__Termination-For-Convenience.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,hard,Cap On Liability,short,1849,No,No,,,2756,11,stop,5.05,0.00564,results/raw/20260819T215038__qa-v2__gemini-3.1-pro__ImperialGardenResortInc_20161028_DRS_(on__Cap-On-Liability.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,easy,Expiration Date,short,2320,9/24/23,09/24/2023,,,3413,19,stop,3.4,0.00705,results/raw/20260819T215041__qa-v2__gemini-3.1-pro__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Expiration-Date.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,moderate,Termination For Convenience,short,2320,Yes,Yes,,,3402,11,stop,5.09,0.00694,results/raw/20260819T215046__qa-v2__gemini-3.1-pro__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Termination-For-Convenience.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,hard,Ip Ownership Assignment,short,2320,No,No,,,3409,11,stop,4.76,0.00695,results/raw/20260819T215051__qa-v2__gemini-3.1-pro__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Ip-Ownership-Assignment.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,easy,Governing Law,short,2438,New York,New York,,,3721,12,stop,4.03,0.00759,results/raw/20260819T215055__qa-v2__gemini-3.1-pro__MorganStanleyDirectLendingFund_20191119___Governing-Law.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,moderate,Termination For Convenience,short,2438,Yes,Yes,,,3723,5,stop,4.31,0.00751,results/raw/20260819T215059__qa-v2__gemini-3.1-pro__MorganStanleyDirectLendingFund_20191119___Termination-For-Convenience.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,hard,Cap On Liability,short,2438,Yes,No,,,3735,11,stop,5.77,0.0076,results/raw/20260819T215105__qa-v2__gemini-3.1-pro__MorganStanleyDirectLendingFund_20191119___Cap-On-Liability.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,easy,Expiration Date,short,2765,,not specified,,,4636,12,stop,5.96,0.00942,results/raw/20260819T215111__qa-v2__gemini-3.1-pro__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Expiration-Date.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,moderate,Termination For Convenience,short,2765,No,No,,,4625,11,stop,6.7,0.00938,results/raw/20260819T215118__qa-v2__gemini-3.1-pro__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Termination-For-Convenience.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,hard,Ip Ownership Assignment,short,2765,No,No,,,4632,11,stop,12.19,0.0094,results/raw/20260819T215130__qa-v2__gemini-3.1-pro__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Ip-Ownership-Assignment.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,easy,Governing Law,short,2848,,not specified,,,4503,12,stop,5.67,0.00915,results/raw/20260819T215136__qa-v2__gemini-3.1-pro__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Governing-Law.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,moderate,Termination For Convenience,short,2848,No,No,,,4505,11,stop,9.06,0.00914,results/raw/20260819T215145__qa-v2__gemini-3.1-pro__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Termination-For-Convenience.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,hard,Cap On Liability,short,2848,No,Yes,,,4517,11,stop,5.63,0.00917,results/raw/20260819T215150__qa-v2__gemini-3.1-pro__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Cap-On-Liability.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",easy,Expiration Date,short,2851,11/30/16,11/30/2016,,,4030,20,stop,3.42,0.0083,"results/raw/20260819T215154__qa-v2__gemini-3.1-pro__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Expiration-Date.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",moderate,Termination For Convenience,short,2851,No,No,,,4019,11,stop,4.82,0.00817,"results/raw/20260819T215159__qa-v2__gemini-3.1-pro__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Termination-For-Convenience.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",hard,Ip Ownership Assignment,short,2851,No,Yes,,,4026,11,stop,3.31,0.00818,"results/raw/20260819T215202__qa-v2__gemini-3.1-pro__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Ip-Ownership-Assignment.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,easy,Governing Law,short,2909,,not specified,,,3995,12,stop,5.65,0.00813,results/raw/20260819T215208__qa-v2__gemini-3.1-pro__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Governing-Law.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,moderate,Termination For Convenience,short,2909,Yes,Yes,,,3997,11,stop,4.5,0.00813,results/raw/20260819T215212__qa-v2__gemini-3.1-pro__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Termination-For-Convenience.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,hard,Cap On Liability,short,2909,No,No,,,4009,11,stop,4.98,0.00815,results/raw/20260819T215217__qa-v2__gemini-3.1-pro__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,easy,Expiration Date,medium,2955,,not specified,,,4031,12,stop,5.1,0.00821,results/raw/20260819T215222__qa-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,moderate,Termination For Convenience,medium,2955,No,No,,,4020,11,stop,8.08,0.00817,results/raw/20260819T215230__qa-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,hard,Ip Ownership Assignment,medium,2955,No,No,,,4027,11,stop,8.05,0.00819,results/raw/20260819T215238__qa-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,easy,Governing Law,medium,3435,,not specified,,,6092,12,stop,5.61,0.01233,results/raw/20260819T215244__qa-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,moderate,Termination For Convenience,medium,3435,No,Yes,,,6094,11,stop,4.83,0.01232,results/raw/20260819T215249__qa-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,hard,Cap On Liability,medium,3435,Yes,Yes,,,6106,11,stop,7.13,0.01234,results/raw/20260819T215256__qa-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,easy,Expiration Date,medium,3596,,not specified,,,5083,12,stop,5.56,0.01031,results/raw/20260819T215302__qa-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Expiration-Date.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,moderate,Termination For Convenience,medium,3596,No,No,,,5072,11,stop,6.5,0.01028,results/raw/20260819T215308__qa-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Termination-For-Convenience.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,hard,Ip Ownership Assignment,medium,3596,No,No,,,5079,11,stop,12.08,0.01029,results/raw/20260819T215320__qa-v2__gemini-3.1-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-__Ip-Ownership-Assignment.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,easy,Governing Law,medium,3770,Kansas,Kansas,,,5623,11,stop,4.02,0.01138,results/raw/20260819T215324__qa-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Governing-Law.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,moderate,Termination For Convenience,medium,3770,No,No,,,5625,11,stop,4.97,0.01138,results/raw/20260819T215329__qa-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Termination-For-Convenience.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,hard,Cap On Liability,medium,3770,No,No,,,5637,11,stop,6.97,0.01141,results/raw/20260819T215336__qa-v2__gemini-3.1-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE__Cap-On-Liability.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,easy,Expiration Date,medium,4102,3/14/20,03/14/2020,,,5636,20,stop,4.51,0.01151,results/raw/20260819T215341__qa-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Expiration-Date.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,moderate,Termination For Convenience,medium,4102,No,No,,,5625,11,stop,7.31,0.01138,results/raw/20260819T215348__qa-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Termination-For-Convenience.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,hard,Ip Ownership Assignment,medium,4102,No,No,,,5632,11,stop,4.67,0.0114,results/raw/20260819T215353__qa-v2__gemini-3.1-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396__Ip-Ownership-Assignment.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,easy,Governing Law,medium,4870,,Washington,,,6718,11,stop,3.21,0.01357,results/raw/20260819T215356__qa-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Governing-Law.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,moderate,Termination For Convenience,medium,4870,Yes,Yes,,,6720,11,stop,4.34,0.01357,results/raw/20260819T215400__qa-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Termination-For-Convenience.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,hard,Cap On Liability,medium,4870,No,No,,,6732,11,stop,5.42,0.0136,results/raw/20260819T215406__qa-v2__gemini-3.1-pro__PelicanDeliversInc_20200211_S-1_EX-10.3___Cap-On-Liability.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,easy,Expiration Date,medium,5780,1/30/00,01/30/2000,,,8188,20,stop,4.62,0.01662,results/raw/20260819T215411__qa-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Expiration-Date.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,moderate,Termination For Convenience,medium,5780,No,No,,,8177,11,stop,5.67,0.01649,results/raw/20260819T215416__qa-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Termination-For-Convenience.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,hard,Ip Ownership Assignment,medium,5780,No,Yes,,,8184,11,stop,4.92,0.0165,results/raw/20260819T215421__qa-v2__gemini-3.1-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-__Ip-Ownership-Assignment.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,easy,Governing Law,medium,5880,New York,New York,,,8879,12,stop,4.21,0.0179,results/raw/20260819T215425__qa-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Governing-Law.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,moderate,Termination For Convenience,medium,5880,No,No,,,8881,11,stop,6.06,0.01789,results/raw/20260819T215431__qa-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Termination-For-Convenience.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,hard,Cap On Liability,medium,5880,Yes,Yes,,,8893,11,stop,3.61,0.01792,results/raw/20260819T215435__qa-v2__gemini-3.1-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE__Cap-On-Liability.txt
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",easy,Expiration Date,medium,6029,3/1/97,03/01/1997,,,8466,20,stop,6.61,0.01717,"results/raw/20260819T215442__qa-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Expiration-Date.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",moderate,Termination For Convenience,medium,6029,Yes,Yes,,,8455,11,stop,4.63,0.01704,"results/raw/20260819T215446__qa-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Termination-For-Convenience.txt"
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",hard,Ip Ownership Assignment,medium,6029,No,No,,,8462,11,stop,5.93,0.01706,"results/raw/20260819T215452__qa-v2__gemini-3.1-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU__Ip-Ownership-Assignment.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",easy,Governing Law,medium,7145,England,England,,,9786,11,stop,3.67,0.0197,"results/raw/20260819T215456__qa-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Governing-Law.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",moderate,Termination For Convenience,medium,7145,No,No,,,9788,11,stop,7.3,0.01971,"results/raw/20260819T215503__qa-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Termination-For-Convenience.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",hard,Cap On Liability,medium,7145,No,Yes,,,9800,11,stop,6.14,0.01973,"results/raw/20260819T215509__qa-v2__gemini-3.1-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-___Cap-On-Liability.txt"
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,easy,Expiration Date,medium,7337,12/23/24,12/23/2024,,,10503,20,stop,4.75,0.02125,results/raw/20260819T215514__qa-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Expiration-Date.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,moderate,Termination For Convenience,medium,7337,No,No,,,10492,11,stop,9.81,0.02112,results/raw/20260819T215524__qa-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Termination-For-Convenience.txt
LegacyEducationAllianceInc_20200330_10-K_EX-10.18_12090678_EX-10.18_Development Agreement.txt,hard,Ip Ownership Assignment,medium,7337,Yes,Yes,,,10499,11,stop,7.59,0.02113,results/raw/20260819T215532__qa-v2__gemini-3.1-pro__LegacyEducationAllianceInc_20200330_10-K__Ip-Ownership-Assignment.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,easy,Governing Law,medium,7663,"Delaware, Illinois",Delaware,,,10520,12,stop,4.45,0.02118,results/raw/20260819T215536__qa-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Governing-Law.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,moderate,Termination For Convenience,medium,7663,Yes,Yes,,,10522,11,stop,2.54,0.02118,results/raw/20260819T215539__qa-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Termination-For-Convenience.txt
NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-99.1-DISTRIBUTOR AGREEMENT.txt,hard,Cap On Liability,medium,7663,Yes,Yes,,,10534,11,stop,4.06,0.0212,results/raw/20260819T215543__qa-v2__gemini-3.1-pro__NANOPHASETECHNOLOGIESCORP_11_01_2005-EX-__Cap-On-Liability.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,easy,Expiration Date,medium,7965,12/31/30,not specified,,,10947,12,stop,7.7,0.02204,results/raw/20260819T215550__qa-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Expiration-Date.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,moderate,Termination For Convenience,medium,7965,No,Yes,,,10936,11,stop,4.94,0.022,results/raw/20260819T215555__qa-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Termination-For-Convenience.txt
PenntexMidstreamPartnersLp_20150416_S-1A_EX-10.4_9042833_EX-10.4_Transportation Agreement.txt,hard,Ip Ownership Assignment,medium,7965,No,not specified,,,10943,12,stop,5.6,0.02203,results/raw/20260819T215601__qa-v2__gemini-3.1-pro__PenntexMidstreamPartnersLp_20150416_S-1A__Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,easy,Governing Law,long,8396,California,California,,,12149,11,stop,4.11,0.02443,results/raw/20260819T215605__qa-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,moderate,Termination For Convenience,long,8396,No,No,,,12151,11,stop,6.43,0.02443,results/raw/20260819T215611__qa-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,hard,Cap On Liability,long,8396,Yes,Yes,,,12163,11,stop,4.66,0.02446,results/raw/20260819T215616__qa-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,easy,Expiration Date,long,9243,perpetual,perpetual,,,15037,13,stop,4.48,0.03023,results/raw/20260819T215621__qa-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Expiration-Date.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,moderate,Termination For Convenience,long,9243,Yes,Yes,,,15026,11,stop,3.95,0.03018,results/raw/20260819T215625__qa-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Termination-For-Convenience.txt
ENERGYXXILTD_05_08_2015-EX-10.13-Transportation AGREEMENT.txt,hard,Ip Ownership Assignment,long,9243,No,not specified,,,15033,12,stop,8.16,0.03021,results/raw/20260819T215633__qa-v2__gemini-3.1-pro__ENERGYXXILTD_05_08_2015-EX-10.13-Transpo__Ip-Ownership-Assignment.txt
