contract,category,n_spans,strict_json_ok,parse_error,tokens_in,tokens_out,latency_s,cost_usd,raw_path
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,4071,6,6.33,0.00821,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155504__extraction-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,1,True,,4049,150,12.28,0.0099,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155517__extraction-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,0,True,,4087,6,8.48,0.00825,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155525__extraction-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,0,True,,4042,6,8.61,0.00816,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155534__extraction-v2__gemini-3.1-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Non-Compete.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,0,True,,6102,6,4.7,0.01228,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155538__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,2,True,,6100,119,9.39,0.01363,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155548__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Expiration-Date.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,0,True,,6145,6,8.04,0.01236,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155556__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Cap On Liability,2,True,,6123,80,8.23,0.01321,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155604__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Cap-On-Liability.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Ip Ownership Assignment,0,True,,6161,10,6.54,0.01244,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155611__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Ip-Ownership-Assignment.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Non-Compete,0,True,,6116,6,7.32,0.0123,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155618__extraction-v2__gemini-3.1-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Non-Compete.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Governing Law,1,True,,12159,218,17.26,0.02693,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155635__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Governing-Law.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Expiration Date,2,True,,12157,247,15.39,0.02728,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155651__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Expiration-Date.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Termination For Convenience,0,True,,12202,6,12.5,0.02448,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155703__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Termination-For-Convenience.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Cap On Liability,1,True,,12180,221,11.97,0.02701,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155715__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Cap-On-Liability.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Ip Ownership Assignment,1,True,,12218,189,21.18,0.0267,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155736__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Ip-Ownership-Assignment.txt
CORIOINC_07_20_2000-EX-10.5-LICENSE AND HOSTING AGREEMENT.txt,Non-Compete,3,True,,12173,343,25.03,0.02846,/Users/boudz/Documents/Msc/Dissertation/results/raw/20260818T155801__extraction-v2__gemini-3.1-pro__CORIOINC_07_20_2000-EX-10.5-LICENSE_AND___Non-Compete.txt
