contract,category,stratum,word_count,n_spans,strict_json_ok,parse_error,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Ip Ownership Assignment,short,903,0,True,,,1472,7,stop,0.95,0.00154,"results/raw/20260818T161202__extraction-v2__llama-3.3-70b__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Ip-Ownership-Assignment.txt"
"GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-10.3-SUPPLY AGREEMENT.txt",Non-Compete,short,903,0,True,,,1429,7,stop,1.18,0.00149,"results/raw/20260818T161203__extraction-v2__llama-3.3-70b__GRIDIRONBIONUTRIENTS,INC_02_05_2020-EX-1__Non-Compete.txt"
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Governing Law,short,1762,1,True,,,2445,26,stop,1.72,0.00257,results/raw/20260818T161205__extraction-v2__llama-3.3-70b__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Governing-Law.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Expiration Date,short,1762,2,True,,,2442,74,stop,1.39,0.00262,results/raw/20260818T161206__extraction-v2__llama-3.3-70b__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Expiration-Date.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Termination For Convenience,short,1762,2,True,,,2489,130,stop,3.17,0.00272,results/raw/20260818T161209__extraction-v2__llama-3.3-70b__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Termination-For-Convenience.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Cap On Liability,short,1762,6,True,,,2465,478,stop,6.26,0.00306,results/raw/20260818T161216__extraction-v2__llama-3.3-70b__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Cap-On-Liability.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Ip Ownership Assignment,short,1762,1,True,,,2502,31,stop,0.97,0.00263,results/raw/20260818T161217__extraction-v2__llama-3.3-70b__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Ip-Ownership-Assignment.txt
FEDERATEDGOVERNMENTINCOMESECURITIESINC_04_28_2020-EX-99.SERV AGREE-SERVICES AGREEMENT.txt,Non-Compete,short,1762,0,True,,,2459,7,stop,2.06,0.00256,results/raw/20260818T161219__extraction-v2__llama-3.3-70b__FEDERATEDGOVERNMENTINCOMESECURITIESINC_0__Non-Compete.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Governing Law,short,1849,1,True,,,2767,55,stop,1.86,0.00293,results/raw/20260818T161220__extraction-v2__llama-3.3-70b__ImperialGardenResortInc_20161028_DRS_(on__Governing-Law.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Expiration Date,short,1849,0,True,,,2764,7,stop,1.43,0.00288,results/raw/20260818T161222__extraction-v2__llama-3.3-70b__ImperialGardenResortInc_20161028_DRS_(on__Expiration-Date.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Termination For Convenience,short,1849,0,True,,,2811,7,stop,1.05,0.00293,results/raw/20260818T161223__extraction-v2__llama-3.3-70b__ImperialGardenResortInc_20161028_DRS_(on__Termination-For-Convenience.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Cap On Liability,short,1849,0,True,,,2787,7,stop,1.36,0.00291,results/raw/20260818T161224__extraction-v2__llama-3.3-70b__ImperialGardenResortInc_20161028_DRS_(on__Cap-On-Liability.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Ip Ownership Assignment,short,1849,0,True,,,2824,7,stop,1.19,0.00294,results/raw/20260818T161226__extraction-v2__llama-3.3-70b__ImperialGardenResortInc_20161028_DRS_(on__Ip-Ownership-Assignment.txt
ImperialGardenResortInc_20161028_DRS (on F-1)_EX-10.13_9963189_EX-10.13_Outsourcing Agreement.txt,Non-Compete,short,1849,0,True,,,2781,7,stop,1.17,0.0029,results/raw/20260818T161227__extraction-v2__llama-3.3-70b__ImperialGardenResortInc_20161028_DRS_(on__Non-Compete.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,short,2320,1,False,,,3356,28,stop,1.64,0.00352,results/raw/20260818T161228__extraction-v2__llama-3.3-70b__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Governing-Law.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Expiration Date,short,2320,3,True,,,3353,62,stop,1.44,0.00355,results/raw/20260818T161230__extraction-v2__llama-3.3-70b__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Expiration-Date.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,short,2320,3,True,,,3400,224,stop,2.54,0.00377,results/raw/20260818T161232__extraction-v2__llama-3.3-70b__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Termination-For-Convenience.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Cap On Liability,short,2320,0,True,,,3376,7,stop,1.02,0.00352,results/raw/20260818T161233__extraction-v2__llama-3.3-70b__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Cap-On-Liability.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Ip Ownership Assignment,short,2320,2,True,,,3413,95,stop,1.72,0.00365,results/raw/20260818T161235__extraction-v2__llama-3.3-70b__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Ip-Ownership-Assignment.txt
REWALKROBOTICSLTD_07_10_2014-EX-10.2-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,short,2320,4,True,,,3370,255,stop,3.71,0.00377,results/raw/20260818T161239__extraction-v2__llama-3.3-70b__REWALKROBOTICSLTD_07_10_2014-EX-10.2-STR__Non-Compete.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Governing Law,short,2438,1,True,,,3795,50,stop,2.19,0.004,results/raw/20260818T161241__extraction-v2__llama-3.3-70b__MorganStanleyDirectLendingFund_20191119___Governing-Law.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Expiration Date,short,2438,1,True,,,3792,40,stop,2.47,0.00399,results/raw/20260818T161244__extraction-v2__llama-3.3-70b__MorganStanleyDirectLendingFund_20191119___Expiration-Date.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Termination For Convenience,short,2438,1,True,,,3839,52,stop,1.48,0.00405,results/raw/20260818T161245__extraction-v2__llama-3.3-70b__MorganStanleyDirectLendingFund_20191119___Termination-For-Convenience.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Cap On Liability,short,2438,1,True,,,3815,96,stop,2.85,0.00407,results/raw/20260818T161248__extraction-v2__llama-3.3-70b__MorganStanleyDirectLendingFund_20191119___Cap-On-Liability.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Ip Ownership Assignment,short,2438,1,True,,,3852,67,stop,1.89,0.00408,results/raw/20260818T161250__extraction-v2__llama-3.3-70b__MorganStanleyDirectLendingFund_20191119___Ip-Ownership-Assignment.txt
MorganStanleyDirectLendingFund_20191119_10-12GA_EX-10.5_11898508_EX-10.5_Trademark License Agreement.txt,Non-Compete,short,2438,2,True,,,3809,376,stop,6.11,0.00435,results/raw/20260818T161256__extraction-v2__llama-3.3-70b__MorganStanleyDirectLendingFund_20191119___Non-Compete.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Governing Law,short,2765,1,True,,,4505,22,stop,3.94,0.00471,results/raw/20260818T161300__extraction-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Governing-Law.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Expiration Date,short,2765,0,True,,,4502,7,stop,1.74,0.00469,results/raw/20260818T161302__extraction-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Expiration-Date.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Termination For Convenience,short,2765,0,True,,,4549,7,stop,1.49,0.00474,results/raw/20260818T161303__extraction-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Termination-For-Convenience.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Cap On Liability,short,2765,0,True,,,4525,7,stop,2.42,0.00471,results/raw/20260818T161305__extraction-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Cap-On-Liability.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Ip Ownership Assignment,short,2765,0,True,,,4562,7,stop,1.31,0.00475,results/raw/20260818T161307__extraction-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Ip-Ownership-Assignment.txt
GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-4-AFFILIATE AGREEMENT.txt,Non-Compete,short,2765,0,True,,,4519,7,stop,1.11,0.00471,results/raw/20260818T161308__extraction-v2__llama-3.3-70b__GULFSOUTHMEDICALSUPPLYINC_12_24_1997-EX-__Non-Compete.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Governing Law,short,2848,1,True,,,4437,24,stop,1.22,0.00464,results/raw/20260818T161309__extraction-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Governing-Law.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Expiration Date,short,2848,1,True,,,4434,23,stop,0.6,0.00464,results/raw/20260818T161310__extraction-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Expiration-Date.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Termination For Convenience,short,2848,1,True,,,4481,109,stop,1.96,0.00477,results/raw/20260818T161312__extraction-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Termination-For-Convenience.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Cap On Liability,short,2848,,False,"JSONDecodeError: Expecting ',' delimiter: line 1 column 1048 (char 1047)",,4457,215,stop,3.0,0.00486,results/raw/20260818T161315__extraction-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Cap-On-Liability.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Ip Ownership Assignment,short,2848,0,True,,,4494,7,stop,1.71,0.00468,results/raw/20260818T161316__extraction-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Ip-Ownership-Assignment.txt
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,Non-Compete,short,2848,2,True,,,4451,186,stop,3.25,0.00482,results/raw/20260818T161320__extraction-v2__llama-3.3-70b__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI__Non-Compete.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Governing Law,short,2851,0,True,,,4076,7,stop,1.28,0.00425,"results/raw/20260818T161321__extraction-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Governing-Law.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Expiration Date,short,2851,1,True,,,4073,37,stop,1.09,0.00427,"results/raw/20260818T161322__extraction-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Expiration-Date.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Termination For Convenience,short,2851,1,True,,,4120,38,stop,1.85,0.00432,"results/raw/20260818T161324__extraction-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Termination-For-Convenience.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Cap On Liability,short,2851,5,True,,,4096,437,stop,5.67,0.00471,"results/raw/20260818T161330__extraction-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Cap-On-Liability.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Ip Ownership Assignment,short,2851,2,True,,,4133,88,stop,2.45,0.00439,"results/raw/20260818T161332__extraction-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Ip-Ownership-Assignment.txt"
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",Non-Compete,short,2851,0,True,,,4090,7,stop,0.65,0.00426,"results/raw/20260818T161333__extraction-v2__llama-3.3-70b__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S__Non-Compete.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Governing Law,short,2909,0,True,,,3989,7,stop,0.98,0.00416,results/raw/20260818T161334__extraction-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Governing-Law.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Expiration Date,short,2909,1,True,,,3986,22,stop,1.11,0.00417,results/raw/20260818T161335__extraction-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Expiration-Date.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Termination For Convenience,short,2909,1,True,,,4033,23,stop,1.73,0.00422,results/raw/20260818T161337__extraction-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Termination-For-Convenience.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Cap On Liability,short,2909,5,True,,,4009,333,stop,4.45,0.00452,results/raw/20260818T161341__extraction-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Cap-On-Liability.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Ip Ownership Assignment,short,2909,3,True,,,4046,172,stop,1.77,0.00439,results/raw/20260818T161343__extraction-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Ip-Ownership-Assignment.txt
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,Non-Compete,short,2909,5,True,,,4003,308,stop,2.61,0.00448,results/raw/20260818T161345__extraction-v2__llama-3.3-70b__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A__Non-Compete.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Governing Law,medium,2955,1,True,,,3986,33,stop,1.34,0.00418,results/raw/20260818T161347__extraction-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Governing-Law.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Expiration Date,medium,2955,1,True,,,3983,33,stop,3.01,0.00418,results/raw/20260818T161350__extraction-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Expiration-Date.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Termination For Convenience,medium,2955,1,True,,,4030,81,stop,2.7,0.00428,results/raw/20260818T161352__extraction-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Termination-For-Convenience.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Cap On Liability,medium,2955,2,True,,,4006,169,stop,2.72,0.00434,results/raw/20260818T161355__extraction-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Cap-On-Liability.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Ip Ownership Assignment,medium,2955,0,True,,,4043,7,stop,1.15,0.00421,results/raw/20260818T161356__extraction-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Ip-Ownership-Assignment.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,Non-Compete,medium,2955,3,True,,,4000,188,stop,2.93,0.00436,results/raw/20260818T161359__extraction-v2__llama-3.3-70b__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING__Non-Compete.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Governing Law,medium,3435,0,True,,,5752,7,stop,1.19,0.00599,results/raw/20260818T161401__extraction-v2__llama-3.3-70b__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Governing-Law.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Expiration Date,medium,3435,1,True,,,5749,27,stop,1.13,0.00601,results/raw/20260818T161402__extraction-v2__llama-3.3-70b__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Expiration-Date.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,Termination For Convenience,medium,3435,2,True,,,5796,134,stop,2.17,0.00617,results/raw/20260818T161404__extraction-v2__llama-3.3-70b__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-__Termination-For-Convenience.txt
