contract,stratum,word_count,strict_json_ok,parse_error,fields_ok,brief_json,call_error,tokens_in,tokens_out,finish_reason,latency_s,cost_usd,raw_path
NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRIBUTOR AGREEMENT_Amendment.txt,short,2848,True,,True,"{""parties"": [""Peregrine/Bridge Transfer Corporation (licensor)"", ""NEON Systems, Inc. (licensee)"", ""Skunkware, Inc. (joinder party, sole stockholder of licensor)""], ""purpose"": ""This First Amendment modifies an existing Distributor Agreement to change the distributorship from non-exclusive to exclusive, adjust royalty rates and payment terms, extend the term, and grant the licensee a right of first refusal and an option to purchase the licensor."", ""key_obligations"": [""Licensee must pay annual royalty advances of $1,000,000 (FY1999) escalating by $1,000,000 each year to $5,000,000 (FY2003), and thereafter increasing by $1,000,000 per fiscal year."", ""Licensee must pay royalties equal to the Specified Royalty Percentage (50% or 40% after a Satisfaction Date) of revenues from sublicenses and maintenance/support services."", ""Licensee must pay excess royalties within 60 days of invoice or 5 business days after receipt of payment, with interest at 10% per annum on late payments."", ""Licensor must repay outstanding Royalty Advances upon expiration or termination of the agreement."", ""Licensor grants exclusive distribution rights (except for its Partitioned Database Facility product, which may also be licensed to IBM)."", ""Licensor and Skunkware grant Licensee a right of first refusal on any sale of Licensor's stock or assets, and an option to purchase all assets or stock of Licensor, exercisable after certain conditions."", ""Skunkware agrees to remain sole stockholder of Licensor and not to issue securities to others while the option is in existence.""], ""term"": ""Effective through March 31, 2004, with automatic one-year renewals unless either party gives 60 days' written notice of termination before the end of the original or any renewal term."", ""risks"": [""Licensee is obligated to make substantial non-refundable royalty advances (though credited against royalties) and must repay them only upon termination/expiration, not if the agreement is renewed."", ""The exclusivity granted to Licensee is subject to an exception allowing Licensor to license its Partitioned Database Facility product to IBM, which could compete with Licensee."", ""Termination for Licensee's failure to pay accelerates all sums accrued and payable to Licensor."", ""The option to purchase is exercisable at Licensee's discretion but requires negotiation of a purchase agreement; if terms are not agreed, arbitration is required, and Licensee may walk away if its board deems the acquisition not accretive."", ""The right of first refusal and option impose restrictions on Licensor and Skunkware regarding sale of assets, mergers, liens, and issuance of securities, which could limit their flexibility.""]}",,4556,580,stop,5.57,0.00416,results/raw/20260825T120940__summary__deepseek-v4-pro__NEONSYSTEMSINC_03_01_1999-EX-10.5-DISTRI.txt
"XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-Sponsorship Agreement.txt",short,2851,True,,True,"{""parties"": [""RMF Empire, Inc. DBA West Coast Customs (WCC) (licensor of WCC trademarks and promotional services provider)"", ""Bosch International, LLC / XLI Technologies, Inc. (XLI) (licensee of WCC trademarks and sponsor/payor)""], ""purpose"": ""This agreement sets out a sponsorship and promotional relationship where WCC will promote XLI's 'Light Sheets' products and technology in exchange for stock and other consideration from XLI."", ""key_obligations"": [""WCC grants XLI a limited, non-exclusive license to use WCC's Trademarks for promotional purposes, subject to WCC's prior written approval."", ""XLI grants WCC a limited, non-exclusive, royalty-free license to use the 'Light Sheets' trademark for promotional purposes, subject to XLI's prior written approval."", ""WCC must ensure all public communications reference XLI products as 'Light Sheets' and provide the promotional benefits listed in Attachment A (e.g., brand mentions, commercial spots, installation of Light Sheets on two Lamborghinis)."", ""XLI must pay WCC in accordance with Attachment B, which includes issuing 5,500,000 common stock shares of XLI Technologies, Inc. within five days of signing, and providing 'Light Sheets' at no cost for promotional use at XLI's discretion."", ""Both parties must not disparage each other's trademarks or products."", ""Both parties must maintain insurance during the term and for one year thereafter."", ""Both parties must keep the terms of the agreement confidential and not make public announcements without prior written consent.""], ""term"": ""Effective December 1, 2015, expiring November 30, 2016. May be renegotiated or cancelled by mutual consent, upon significant changes to the Benefits Schedule, or if either party becomes bankrupt or insolvent. No renewal provision specified."", ""risks"": [""XLI assigns to WCC all goodwill and rights developed from XLI's use of WCC's trademarks, which may dilute XLI's control over its own promotional efforts."", ""WCC assigns to XLI all goodwill and rights developed from WCC's use of XLI's trademark, which may affect WCC's brand."", ""Either party can terminate for breach after a 30-day cure period, but there is no specified liability cap or limitation of damages."", ""The indemnification provisions are mutual but exclude liability for the other party's negligence, which may leave gaps in coverage."", ""The agreement grants a non-exclusive license, so neither party has exclusivity, and WCC may promote competing products."", ""The Sponsor Benefits Schedule (Attachment A) controls over the main agreement in case of conflict, which could alter obligations unexpectedly."", ""The stock compensation is fully vested upon signing, so XLI bears the risk if the promotional benefits are not delivered as expected."", ""Confidentiality obligations survive termination, and breach could lead to legal action.""]}",,4155,607,stop,5.98,0.00394,"results/raw/20260825T120947__summary__deepseek-v4-pro__XLITECHNOLOGIES,INC_12_11_2015-EX-10.1-S.txt"
ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC ALLIANCE AGREEMENT.txt,short,2909,True,,True,"{""parties"": [""UTEK Corporation (service provider)"", ""World Energy Solutions (client)""], ""purpose"": ""UTEK will identify and present technology acquisition opportunities from universities and government laboratories to World Energy Solutions, and may assist in acquiring and transferring those technologies."", ""key_obligations"": [""UTEK must use commercially reasonable efforts to provide the services described in Exhibit A, including identifying and presenting technology opportunities."", ""UTEK must maintain confidentiality of AVDU's business information and not disclose trade secrets without written authorization."", ""AVDU must pay UTEK $120,000 worth of unregistered shares (31,413 shares) upon execution, with 1/12 vesting monthly."", ""AVDU must not directly or indirectly acquire technologies presented by UTEK from the developer for 24 months after termination."", ""AVDU must not solicit UTEK employees for 24 months after execution; UTEK similarly must not solicit AVDU employees."", ""Both parties must comply with applicable securities laws and obtain mutual written consent before any press release mentioning both parties."", ""AVDU must promptly provide UTEK with pertinent materials and information and keep UTEK apprised of material developments.""], ""term"": ""12 months from September 9, 2005, renewable by mutual written agreement; either party may terminate with 30 days written notice."", ""risks"": [""AVDU pays a substantial stock consideration upfront, with vesting over 12 months; if terminated early, unvested shares must be returned."", ""AVDU is prohibited from acquiring presented technologies directly from the developer for 24 months after termination, even if it declines UTEK's offer."", ""UTEK has no fiduciary duty to AVDU and may pursue other ventures, subject only to avoiding conflicts."", ""UTEK does not guarantee results and may present technologies to other clients after 30 days if AVDU does not proceed."", ""Indemnification provisions are mutual for breaches, but no liability cap or limitation is specified."", ""The agreement allows UTEK to assign its rights and compensation to subsidiaries without AVDU's consent.""]}",,4128,427,stop,4.41,0.00357,results/raw/20260825T120953__summary__deepseek-v4-pro__ORBSATCORP_08_17_2007-EX-7.3-STRATEGIC_A.txt
WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING AGREEMENT.txt,medium,2955,True,,True,"{""parties"": [""eGain Communications Corporation (hosting provider)"", ""Eliance Corporation (customer)""], ""purpose"": ""This agreement provides Customer with web-based access to eGain's software and related hosting services for processing and responding to online inquiries from Customer's users."", ""key_obligations"": [""eGain must provide hosting services, including access to software, maintenance, and 24/7 live telephone support."", ""Customer must pay hosting fees in advance monthly, plus any additional fees as invoiced."", ""Customer must maintain its own internet access and equipment, and notify eGain of any changes affecting the services."", ""Customer must use the system only for lawful purposes and not transmit harmful or infringing material."", ""Customer must keep passwords confidential and permit only authorized employees to access the system."", ""Customer must not rent, lease, sublicense, resell, time-share, or assign its rights, except for providing access to its employees and agents worldwide."", ""eGain must keep Online Messages confidential and use them only as necessary to provide services, operate systems, comply with law, or protect itself."", ""eGain must defend Customer against third-party infringement claims related to the software or system, subject to conditions."", ""Customer must pay all unpaid fees within 15 days of termination.""], ""term"": ""Initial one-year term from the Effective Date, automatically renewing for successive one-year periods unless either party gives at least 30 days' prior written notice of non-renewal. Either party may terminate for material breach (with 30-day cure period), insolvency, or bankruptcy."", ""risks"": [""Customer's sole remedy for downtime is limited to service credits (days of service) as specified, and for warranty breach to repair or replacement of software."", ""eGain's total liability for any claim is capped at the amount paid for the services out of which the claim arose."", ""eGain disclaims all implied warranties (merchantability, fitness, non-infringement) and does not warrant uninterrupted or error-free service."", ""eGain is not liable for consequential, exemplary, indirect, special, or incidental damages, including lost profits."", ""eGain may adjust monthly fees at the end of each term with 60 days' notice."", ""Customer grants eGain a right to use its name and logo in customer listings and marketing materials during the term."", ""eGain may access and disclose Online Messages as necessary to provide services, comply with law, or protect itself."", ""Termination for Customer's breach results in immediate cessation of services and loss of access to software and system; eGain retains copies of Online Messages and Reports for its records.""]}",,4311,550,stop,5.84,0.00393,results/raw/20260825T120959__summary__deepseek-v4-pro__WEBHELPCOMINC_03_22_2000-EX-10.8-HOSTING.txt
SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-4.(B)(II).3-Maintenance and support contract for SICAP(R) modules.txt,medium,3435,True,,True,"{""parties"": [""EuroTel Bratislava a.s. (customer)"", ""Sicap Ltd (service provider)""], ""purpose"": ""This agreement provides maintenance and support services for SICAP(R) modules PPB, VCA and OTA, replacing the previous Annex 7 of the original Swisscom Purchase & License Contract."", ""key_obligations"": [""Sicap Ltd: provide standard services including hotline support, 20 hours of telephone support per month, remote support via ISDN, and change management."", ""EuroTel: perform first-level maintenance and initial fault tracing, ensure adequate training of its personnel, and provide required information and access to Sicap Ltd."", ""EuroTel: pay maintenance and support fees semi-annually in advance, plus additional costs for travel and accommodation and for support outside standard service."", ""Sicap Ltd: respond to incidents within specified response times based on priority, and in emergencies make efforts to restore service within 24 hours."", ""EuroTel: notify Sicap Ltd of incidents via the GNATS trouble ticket tool and hotline, and provide supplementary information and remote access on request.""], ""term"": ""Effective 06 October 2000, duration of two years, automatically renewed for one-year periods unless terminated with at least six weeks' notice prior to renewal date. Prices valid for first 12 months; after that, Sicap Ltd may adjust prices annually with three months' notice, and EuroTel may terminate within one month if it does not accept the new offer."", ""risks"": [""Sicap Ltd's liability for indirect loss, consequential loss, loss of profit, lost savings, and loss caused by interruption of operations is excluded."", ""Sicap Ltd may suspend services if EuroTel fails to pay, and is not responsible for damages resulting from such suspension."", ""If EuroTel does not react in writing to a new price offer within one month, the new offer is considered accepted."", ""EuroTel must pay costs and expenses if Sicap Ltd personnel travel but cannot perform services due to reasons beyond Sicap Ltd's control, including no physical access or force majeure."", ""Misuse of the hotline or support services may be charged at cost by Sicap Ltd.""]}",,5939,456,stop,4.94,0.00482,results/raw/20260825T121004__summary__deepseek-v4-pro__SLOVAKWIRELESSFINANCECOBV_03_28_2001-EX-.txt
PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-INTELLECTUAL PROPERTY AGREEMENT.txt,medium,3596,True,,True,"{""parties"": [""Marv Enterprises, LLC (licensor/owner of patents)"", ""Premier Biomedical, Inc. (exclusive licensee, assigns rights to THI)"", ""Technology Health, Inc. (THI) (exclusive licensee and joint venture partner)""], ""purpose"": ""This agreement grants THI an exclusive worldwide license to certain patent applications related to Covid-19 treatment, and establishes a joint venture among the parties to develop and commercialize Covid-19 licensed products."", ""key_obligations"": [""THI must pay a $20,000 license fee to Marv (already paid) and reimburse Marv for unpaid invoices owed by Premier (approx. $80,000) by July 20, 2020."", ""THI must pay quarterly royalties to Marv of 5% of Fair Market Value of licensed products sold or services performed, with reports due within 30 days after each quarter."", ""THI must pay an additional 5% royalty to certain Premier shareholders, annually, until a total of $40,000,000 is paid."", ""THI must reimburse Marv for intellectual property prosecution costs for the licensed applications, subject to notice and affirmation procedures."", ""THI must make joint venture payments: $750,000 by June 20, 2020, $1,150,000 by July 30, 2020, and $500,000 to a UK subsidiary for research and development."", ""Premier and THI will jointly cooperate in developing Covid-19 licensed products, to be memorialized in a Technology Acquisition and Financing Agreement."", ""Marv has no obligation to participate in capital raising or development, but may be consulted at its discretion."", ""All parties must keep confidential information confidential and return or destroy it upon request."", ""THI must reimburse Marv for all legal expenses associated with this agreement.""], ""term"": ""Not specified; the agreement does not state a duration, expiration, or renewal terms."", ""risks"": [""If THI fails to make the obligatory payments under section 2(b) by the stated dates, the exclusive license reverts back to Premier."", ""If THI fails to make the joint venture payments under section 3(a) by the stated dates, the exclusive license reverts to Premier, but THI retains a proportionate interest in Covid-19 licensed products based on actual payments made."", ""THI's license may revert to Marv for any country where THI denies or fails to pay IP costs, and Marv has no further duty to THI for reverted applications."", ""The agreement includes a materiality clause stating time is of the essence for all terms, which could expose a party to breach for minor delays."", ""The agreement does not include a minimum annual royalty, but the additional 5% royalty to Premier shareholders could be a significant financial burden."", ""The agreement grants THI exclusive worldwide rights, which may limit Marv's ability to license to others, but Marv retains rights to unelected countries if THI does not elect them."", ""The agreement includes a confidentiality clause with broad definitions, and breach could lead to liability."", ""The agreement does not contain any liability caps, indemnities, or limitation of liability provisions, leaving parties potentially exposed to full damages.""]}",,5191,671,stop,6.35,0.00475,results/raw/20260825T121012__summary__deepseek-v4-pro__PREMIERBIOMEDICALINC_05_14_2020-EX-10.2-.txt
ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSEMENT AGREEMENT.txt,medium,3770,True,,True,"{""parties"": [""Tom Watson (consultant/endorser)"", ""Adams Golf, Ltd. (company/sponsor)""], ""purpose"": ""This agreement grants Adams Golf the exclusive right to use Tom Watson's name, likeness, and endorsement to advertise and promote its golf products, while Watson agrees to exclusively play and endorse Adams Golf products in professional tournaments."", ""key_obligations"": [""Adams Golf must pay Watson a base compensation (amount redacted) for the entire term, plus performance bonuses based on tournament wins and year-end money list finishes, subject to annual caps."", ""Adams Golf must supply Watson with sufficient mandatory products for his use and provide a certain number of club sets for his family and friends each year."", ""Adams Golf must submit advertising using Watson's name/likeness for his approval (not to be unreasonably withheld) and indemnify him for claims arising from advertising materials."", ""Watson must exclusively play/use the mandatory Adams Golf products in all SPGA and PGA events, with limited exceptions for a putter and certain other clubs."", ""Watson must not endorse or serve as a consultant to any other manufacturer or seller of golf clubs (with a specific exception for a redacted third-party endorsement)."", ""Watson must use best efforts to promote Adams Golf products, wear headwear displaying the brand, and be available for promotional appearances and interviews (up to a specified number of days)."", ""Watson must cooperate in product design advice and maintain good behavior; if his conduct impairs the endorsement's value, Adams Golf may terminate."", ""Watson must achieve a minimum number of tournament appearances each year; if he falls short, he must repay a prorated portion of base compensation.""], ""term"": ""The term is for a redacted number of years and months, commencing September 1, 2004 and terminating on a redacted date. No renewal provisions are specified."", ""risks"": [""Watson has an exclusivity obligation that restricts him from endorsing or advising other golf club manufacturers, with limited exceptions."", ""Watson may be required to repay a portion of base compensation if he fails to meet minimum tournament participation, and repayment may also be required upon termination for death, disability, or breach."", ""Adams Golf has unilateral termination rights for Watson's misconduct (moral turpitude, law violations, public disrepute, derogatory statements) within 90 days of senior management awareness."", ""Watson must indemnify Adams Golf for breaches of his representations, and Adams Golf indemnifies Watson for product liability claims, but only if Adams Golf controls the defense."", ""The contract contains a confidentiality clause prohibiting disclosure of terms, and any dispute must be resolved by arbitration in Kansas."", ""The contract includes a clause allowing Adams Golf to terminate if Watson is unable to play tour golf at all, with repayment obligations.""]}",,6091,579,stop,6.52,0.00517,results/raw/20260825T121020__summary__deepseek-v4-pro__ADAMSGOLFINC_03_21_2005-EX-10.17-ENDORSE.txt
FreezeTagInc_20180411_8-K_EX-10.1_11139603_EX-10.1_Sponsorship Agreement.txt,medium,4102,True,,True,"{""parties"": [""Freeze Tag, Inc. (Company)"", ""American Diabetes Association, Inc. (Association)""], ""purpose"": ""The agreement establishes a national sponsorship of the American Diabetes Association's Get Fit Don't Sit Day, with Freeze Tag providing financial support and promotional activities to advance the Association's mission."", ""key_obligations"": [""Company: Pay the Association a total sponsorship fee of $150,000 according to the schedule: $50,000 by Dec 31, 2018; $75,000 by Dec 31, 2019; $25,000 by Mar 30, 2020."", ""Company: Use the Association Marks only as authorized, in compliance with the license terms, and submit all uses for prior written approval."", ""Company: Obtain and maintain Commercial General Liability Insurance with specified limits, naming the Association as an additional insured."", ""Company: Provide quarterly samples of any items or materials bearing the Association Marks."", ""Company: Not knowingly take actions that would jeopardize the Association's tax-exempt status."", ""Association: Identify and acknowledge Company as a supporter in specified channels (e.g., website, press releases, e-newsletters, social media) as detailed in Attachment A."", ""Association: Grant Company a non-exclusive, limited, revocable license to use the Association Marks for the purpose of identifying Company as a supporter."", ""Both Parties: Maintain confidentiality of the agreement and any non-public business information."", ""Both Parties: Indemnify the other party for claims arising from their own negligent acts or omissions."", ""Both Parties: Notify each other of any infringement of marks and provide reasonable assistance in protecting them.""], ""term"": ""Commences March 15, 2018 and expires March 14, 2020, unless terminated earlier under Section 13 (termination provisions). No renewal terms specified."", ""risks"": [""Termination for convenience: Either party may terminate with 10 business days' written notice if it determines in its sole discretion that continuation will damage its reputation or goodwill."", ""Unilateral termination for material breach: The non-breaching party may terminate if the breach is not remedied within 10 business days after written notice."", ""No liability cap: The indemnification clause does not include a cap on liability, and each party indemnifies the other for its own negligence."", ""IP ownership: The Association retains sole ownership of its marks, and Company cannot challenge that ownership. Company's use is limited and revocable."", ""No exclusivity: The Association may license similar marks to other companies during the term."", ""Approval rights: The Association has sole discretion to approve all uses of its marks, and failure to obtain prior approval may be considered a breach and cause for immediate cancellation."", ""Confidentiality obligations: The agreement's confidentiality clause extends beyond the term and covers all non-public business information of Company."", ""Governing law and venue: The agreement is governed by Virginia law with venue in Alexandria/Arlington, Virginia, which may be inconvenient for Company.""]}",,5628,653,stop,6.32,0.00501,results/raw/20260825T121028__summary__deepseek-v4-pro__FreezeTagInc_20180411_8-K_EX-10.1_111396.txt
PelicanDeliversInc_20200211_S-1_EX-10.3_11975895_EX-10.3_Development Agreement2.txt,medium,4870,True,,True,"{""parties"": [""Dot Com LLC, OBA Seattle Software Developers (Developer)"", ""Pelican Delivers Inc. (Client)""], ""purpose"": ""This agreement governs the development and delivery of the 'Pelican Delivers Application Phase 1' software, including related services, deliverables, and documentation, with the Client owning the resulting work product."", ""key_obligations"": [""Developer must design, develop, and deliver the Subject Program and related deliverables per the SOW and Specifications."", ""Client must perform Acceptance Tests within specified timeframes and notify Developer of any Change Requests within 10 days of the Acceptance Test Date."", ""Developer must correct deficiencies identified in Change Requests within 20 days (or 15 days for final deliverable) and provide modified deliverables for re-testing."", ""Client must pay Fees according to the Fee Payment Schedule in the SOW, and may owe a Bonus if Developer completes early."", ""Client must provide necessary information and assistance to Developer for the project."", ""Developer must transfer all Works to Client upon full payment, as work made for hire."", ""Both parties must maintain confidentiality of each other's Confidential Information and notify of any suspected disclosure."", ""Client must indemnify Developer for certain claims, and Developer must indemnify Client for certain claims, including IP infringement.""], ""term"": ""Commences on the Effective Date (December 3, 2018) and continues through completion or termination of the Project; no specific end date or renewal terms specified."", ""risks"": [""Client has unilateral termination rights without cause upon two weeks' notice, but must pay for services rendered up to termination."", ""Developer retains ownership of its pre-existing Developer Technology, and Client only gets a license to use it as part of the Works, not standalone."", ""Client waives moral rights in content provided to Developer."", ""Non-disparagement clause restricts both parties from making negative statements about each other."", ""Indemnification obligations are broad, covering breaches, gross negligence, and IP infringement, with no liability cap."", ""Termination assistance services are available at additional cost to Client."", ""Developer may assign its rights and delegate obligations to a successor without Client's consent.""]}",,6855,440,stop,5.3,0.0054,results/raw/20260825T121034__summary__deepseek-v4-pro__PelicanDeliversInc_20200211_S-1_EX-10.3_.txt
AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-10.28-ENDORSEMENT AGREEMENT.txt,medium,5780,True,,True,"{""parties"": [""Kathy Ireland, Inc. (licensor)"", ""The Sterling/Winters Co. (agent/producer)"", ""Diplomat Ambassador Eyewear Group (licensee)""], ""purpose"": ""This agreement grants Diplomat an exclusive license to use Kathy Ireland's name and likeness in connection with the manufacture, sale, and distribution of eyewear products, in exchange for royalty payments and other obligations."", ""key_obligations"": [""Diplomat must pay royalties to KI Inc. based on net wholesale volume, with minimum royalty guarantees for each license year."", ""Diplomat must provide periodic sales statements and royalty payments to KI Inc."", ""KI Inc. grants Diplomat an exclusive license for specified eyewear products worldwide."", ""KI must endorse KI Eyewear and make personal appearances and participate in photo and video sessions as specified."", ""Diplomat must obtain product liability insurance and indemnify KI Inc. and KI against certain claims."", ""Diplomat must comply with quality standards and obtain KI Inc.'s approval for products and promotional materials."", ""Diplomat must keep accurate records and allow KI Inc. to inspect them."", ""Diplomat must not assign or sublicense its rights without KI Inc.'s consent.""], ""term"": ""Commences August 1, 1995 and continues until January 30, 2000, unless terminated earlier. Either party may terminate if Kmart does not carry the eyewear before the end of the first license year. No renewal provisions specified."", ""risks"": [""Diplomat has no right to terminate except for Kmart non-carry or under force majeure; KI Inc. has broad termination rights for non-performance, bankruptcy, or violation."", ""KI Inc. has unilateral control over infringement actions and approval of promotional materials, which may delay or restrict Diplomat's marketing."", ""All artwork and designs created for the products become property of SW, not Diplomat, even if created by Diplomat."", ""Diplomat must indemnify KI Inc. and KI for product defects and unauthorized use, with no liability cap."", ""Minimum royalties are non-refundable, and termination does not relieve Diplomat of payment obligations for sales made prior to termination."", ""Diplomat is restricted from selling to certain channels (e.g., premiums, giveaways) without KI Inc.'s consent."", ""KI Inc. may terminate if Diplomat uses another endorser whose public image is inconsistent with KI's, subject to cure period.""]}",,8141,508,stop,5.61,0.00638,results/raw/20260825T121041__summary__deepseek-v4-pro__AMBASSADOREYEWEARGROUPINC_11_17_1997-EX-.txt
GSVINC_05_15_1998-EX-10-SPONSORSHIP AGREEMENT.txt,medium,5880,True,,True,"{""parties"": [""Excite, Inc. (provider of promotional placements and advertising)"", ""CyberShop (Client, sponsor/advertiser)""], ""purpose"": ""This agreement sets out the terms under which Excite will promote CyberShop's online department store through various placements and advertising on the Excite Network, in exchange for sponsorship fees and a variable revenue share."", ""key_obligations"": [""Excite: Display specified links and promotional placements in the Excite Shopping Channel, WebCrawler Shopping Channel, Excite Lifestyle Channel, Excite Entertainment Channel, and WebCrawler Home & Family Channel, as detailed in Sections 1-4."", ""Excite: Deliver a specified number of impressions for the first year and negotiate in good faith for the second year's impressions; if no agreement, Client may cancel under certain conditions."", ""Excite: Display Client's banner advertising on search results and channels, with a guaranteed number of banners in the first year."", ""Excite: Provide monthly reports on impressions and clickthroughs, and maintain records for verification."", ""Excite: Use good faith to ensure Client's banners are more prominently presented than those of competitive retailers."", ""Client: Pay sponsorship and advertising fees in equal monthly installments for each year of the term."", ""Client: Pay a variable revenue share based on sales derived from the promotional placements, with payments due within 30 days after each month."", ""Client: Maintain accurate records of sales for revenue share calculations and allow inspection by Excite's accountant under certain conditions."", ""Both parties: Keep terms confidential and not make public statements without prior approval."", ""Both parties: Comply with trademark and content ownership provisions, and use each other's marks only as specified."", ""Client: Provide all User Data collected to Excite within 30 days after each month, and not use User Data to solicit Excite users for 12 months after termination."", ""Both parties: Indemnify the other against certain third-party claims as specified in Section 13.""], ""term"": ""Term begins on Launch Date (target April 15, 1998) and continues until Excite displays a total of a specified number of impressions and makes reasonable efforts to deliver a goal of clickthroughs, but in no event shorter than two years after first display, subject to termination rights. No renewal clause specified."", ""risks"": [""Client may terminate if Excite fails to deliver specified clickthroughs by certain deadlines, but only after extension periods."", ""Either party may terminate for material breach if uncured for 30 days."", ""Excite has sole control over the look and feel and placement of promotional links, which may affect prominence."", ""Client's liability for damages is capped at amounts paid to Excite under the agreement, except for indemnification obligations."", ""Client must indemnify Excite for claims arising from its banners or content on the Client Site."", ""Confidentiality and User Data provisions impose restrictions on use and disclosure, with potential for equitable relief for breach."", ""The agreement contains a non-compete-like provision requiring Excite to give Client more prominent placement than competitive retailers, but no explicit exclusivity."", ""Dispute resolution requires negotiation, mediation, and binding arbitration, except for IP/confidentiality disputes which may seek equitable relief.""]}",,8737,667,stop,6.83,0.00709,results/raw/20260825T121049__summary__deepseek-v4-pro__GSVINC_05_15_1998-EX-10-SPONSORSHIP_AGRE.txt
"NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBUTOR AGREEMENT.txt",medium,6029,True,,True,"{""parties"": [""Ingram Micro (Distributor)"", ""NETGEAR, Inc. (Manufacturer/Supplier)""], ""purpose"": ""This agreement appoints Ingram Micro as a distributor of NETGEAR hardware and software products for resale within the United States, and sets out the terms for purchasing, selling, and licensing those products."", ""key_obligations"": [""Ingram Micro must purchase products from NETGEAR and resell them only to resellers, not directly to end users without NETGEAR's consent."", ""Ingram Micro must provide first-level support to its customers, while NETGEAR provides second and third-level support."", ""Ingram Micro must maintain trained staff and conduct marketing activities as described in the Marketing Plan (Exhibit 4)."", ""Ingram Micro must submit monthly point-of-sale reports and inventory reports to NETGEAR."", ""NETGEAR must supply products at the prices and discounts specified in the Price List and Exhibit 1."", ""NETGEAR must honor warranty obligations for hardware and software as described in the agreement.""], ""term"": ""Initial term of 1 year from March 1, 1996, with automatic renewal for successive one-year periods unless terminated by either party with 90 days' written notice."", ""risks"": [""NETGEAR has unilateral right to change the discount schedule with 30 days' notice (Section 18.D)."", ""NETGEAR may terminate the agreement immediately for Ingram Micro's material breach if not cured within 30 days, and may cancel all unfulfilled orders."", ""Ingram Micro's exclusivity as distributor is only for the initial one-year term and is conditioned on performing marketing activities; after that, NETGEAR may appoint other distributors."", ""NETGEAR's liability is capped at the amounts paid by Ingram Micro under the agreement, and both parties disclaim consequential damages."", ""Ingram Micro must obtain NETGEAR's written consent to export products outside the United States, and is responsible for all export/import permits and taxes."", ""NETGEAR's indemnification for infringement is limited and excludes claims based on combinations with non-NETGEAR products or modifications by others.""]}",,8725,450,stop,4.78,0.00665,"results/raw/20260825T121055__summary__deepseek-v4-pro__NETGEAR,INC_04_21_2003-EX-10.16-DISTRIBU.txt"
"Columbia Laboratories, (Bermuda) Ltd. - AMEND NO. 2 TO MANUFACTURING AND SUPPLY AGREEMENT.txt",medium,7145,True,,True,"{""parties"": [""Columbia Laboratories (Bermuda) Ltd. (buyer)"", ""Fleet Laboratories Limited (manufacturer/supplier)""], ""purpose"": ""This amendment modifies the existing Manufacturing and Supply Agreement between Columbia and Fleet, under which Fleet manufactures and supplies certain products to Columbia. It updates definitions, regulatory compliance, equipment ownership, pricing, termination, and other terms."", ""key_obligations"": [""Fleet must comply with ANVISA standards and notify Columbia of changes to batch manufacturing records or manufacturing processes."", ""Fleet may subcontract with Columbia's prior written consent, but remains liable; Columbia may subcontract without consent."", ""Fleet must maintain and operate Columbia-owned equipment per cGMP/GDP, provide maintenance plans/reports, and keep equipment free of liens."", ""Columbia must provide production schedules; amounts for the first period are binding purchase orders, later periods are non-binding forecasts."", ""Fleet must deliver products EXW its Watford facility; risk passes to Columbia upon carrier receipt."", ""Columbia must pay invoices within a specified period (redacted) in pounds sterling."", ""Both parties must maintain specified insurance coverage."", ""Fleet must indemnify Columbia for certain breaches and manufacturing failures; Columbia must indemnify Fleet for post-delivery product liability and IP claims."", ""Both parties must keep confidential information confidential for 5 years after termination, with permitted disclosures."", ""Both parties must comply with anti-bribery laws and maintain compliance policies."", ""Fleet must assist with technology transfer and continued supply upon termination if requested by Columbia.""], ""term"": ""Initial term expires 31 December 2024 unless extended by mutual written agreement. Termination provisions allow earlier termination under specified conditions."", ""risks"": [""Columbia has unilateral termination rights for Fleet's loss of authorizations, change of control, inability to supply at competitive price, or termination of the Ares Agreement."", ""Fleet must provide assistance and transfer technology on termination, with Columbia reimbursing reasonable costs."", ""Columbia owns all equipment provided to Fleet; Fleet cannot move or use it for other purposes without consent."", ""Fleet is liable for loss/damage to Columbia Equipment caused by its negligence or wilful misconduct."", ""Pricing adjustments are tied to CPI and certain costs, with Fleet able to adjust certain components with notice."", ""Confidentiality obligations extend 5 years post-termination, with broad permitted disclosures."", ""Indemnities are broad, with Fleet indemnifying for manufacturing failures and Columbia for post-delivery product liability."", ""Insurance requirements are specified but amounts are redacted."", ""The agreement is governed by English law with exclusive English court jurisdiction.""]}",,10151,530,stop,6.22,0.00775,"results/raw/20260825T121102__summary__deepseek-v4-pro__Columbia_Laboratories,_(Bermuda)_Ltd._-_.txt"
